Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-4.3,2.4,4.6,21222,390,565,25,4.4,0.87,13609|13653|14182|15284|15370|15530|16523|16656|17880|18011|18032|18128|19130|20541|21808|23892|23966|24052|56312|77446|77579|101401|106042|226041|381157,S1pr1|Egr1|Fgfr1|Hlx|Nr4a1|Hspg2|Kcnj8|Hivep3|Myh11|Neurl1a|Nfix|Notch1|Prox1|Slc8a1|Tgfb2|Grem1|Tenm4|Sgcd|Nupr1|Heg1|Myh10|Adamts9|Prickle1|Pgm5|Greb1l,-2.4,Down
GO Biological Processes,19,GO:0090288,negative regulation of cellular response to growth factor stimulus,19_GO:0048519 negative regulation of biological process,-4.3,4,5.2,21222,114,565,12,2.1,0.61,13855|18128|20377|23892|23893|55985|68010|70945|78558|83453|240725|381290,Epn2|Notch1|Sfrp1|Grem1|Grem2|Cxcl13|Bambi|Mmrn1|Htra3|Chrdl1|Sulf1|Atp2b4,-2.4,Down
GO Biological Processes,19,GO:0050772,positive regulation of axonogenesis,19_GO:0032502 developmental process,-4.3,4.3,5.3,21222,97,565,11,1.9,0.58,14268|17762|18080|18208|22368|22415|56320|235611|268902|320563|382253,Fn1|Mapt|Nin|Ntn1|Trpv2|Wnt3|Dbn1|Plxnb1|Robo2|Islr2|Cdkl5,-2.4,Down
GO Biological Processes,19,GO:0061383,trabecula morphogenesis,19_GO:0032502 developmental process,-4.3,5.9,5.8,21222,51,565,8,1.4,0.5,11504|13609|18128|20377|21808|21827|53945|77446,Adamts1|S1pr1|Notch1|Sfrp1|Tgfb2|Thbs3|Slc40a1|Heg1,-2.3,Down
GO Biological Processes,19,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0050896 response to stimulus,-4.2,2.6,4.7,21222,322,565,22,3.9,0.81,14182|14268|15234|16000|16176|16177|16948|17392|18214|18576|20344|20720|21808|52065|54612|57257|67888|83490|109042|223864|235611|383619,Fgfr1|Fn1|Hgf|Igf1|Il1b|Il1r1|Lox|Mmp3|Ddr2|Pde3b|Selp|Serpine2|Tgfb2|Mfhas1|Sfrp5|Vav3|Tmem100|Pik3ap1|Cavin3|Rapgef3|Plxnb1|Aim2,-2.3,Down
GO Biological Processes,19,GO:0072080,nephron tubule development,19_GO:0032502 developmental process,-4.2,4.2,5.3,21222,98,565,11,1.9,0.58,12505|14634|16776|18128|18129|18514|18654|23892|54710|269152|381157,Cd44|Gli3|Lama5|Notch1|Notch2|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-2.3,Down
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-4.2,1.9,4.4,21222,779,565,40,7.1,1.1,13132|13609|14371|15234|15530|16000|16176|16911|17762|18128|18208|19122|19280|19347|21859|22068|22240|22415|26903|50768|50876|53814|56312|56320|58234|59036|69538|73914|93689|110351|121021|192176|193740|210789|214444|217835|218877|223864|231532|320027,Dab2|S1pr1|Fzd9|Hgf|Hspg2|Igf1|Il1b|Lmo4|Mapt|Notch1|Ntn1|Prnp|Ptprs|Dennd5a|Timp3|Trpc6|Dpysl3|Wnt3|Dysf|Dlc1|Tmod2|Oaz3|Nupr1|Dbn1|Shank3|Dact1|Antxr1|Irak3|Lmod1|Rap1gap|Cspg4|Flna|Hspa1a|Tbc1d4|Cdk5rap2|Rin3|Sema3g|Rapgef3|Arhgap24|Fstl4,-2.3,Down
GO Biological Processes,19,GO:0048762,mesenchymal cell differentiation,19_GO:0032502 developmental process,-4.2,3.1,4.9,21222,193,565,16,2.8,0.7,14170|14182|14268|16776|18128|18187|20353|20377|21808|21859|56177|67888|94352|192176|218877|227059,Fgf15|Fgfr1|Fn1|Lama5|Notch1|Nrp2|Sema4c|Sfrp1|Tgfb2|Timp3|Olfm1|Tmem100|Loxl2|Flna|Sema3g|Slc39a10,-2.3,Down
GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-4.2,1.9,4.4,21222,780,565,40,7.1,1.1,13609|13845|14182|14461|14634|15410|15530|16000|16324|18012|18032|18080|18128|18131|18187|18223|18514|19130|19280|19883|20353|20720|22415|23797|50768|58234|68151|70598|72393|73750|77579|98660|192176|214444|233064|243743|268902|269116|381290|383619,S1pr1|Ephb3|Fgfr1|Gata2|Gli3|Hoxb3|Hspg2|Igf1|Inhbb|Neurod1|Nfix|Nin|Notch1|Notch3|Nrp2|Numbl|Pbx1|Prox1|Ptprs|Rora|Sema4c|Serpine2|Wnt3|Akt3|Dlc1|Shank3|Wls|Filip1|Faim2|Whrn|Myh10|Atp1a2|Flna|Cdk5rap2|Wdr62|Plxna4|Robo2|Nfasc|Atp2b4|Aim2,-2.3,Down
GO Biological Processes,19,GO:1905874,regulation of postsynaptic density organization,19_GO:0050789 regulation of biological process,-4.2,8.3,6.3,21222,27,565,6,1.1,0.43,14182|16180|19280|56320|106042|320712,Fgfr1|Il1rap|Ptprs|Dbn1|Prickle1|Abi3bp,-2.3,Down
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-4.2,2.4,4.6,21222,371,565,24,4.2,0.85,11514|12009|14634|14645|16000|16500|16847|18012|19122|19376|21808|23957|53814|68151|68617|77574|77579|192176|209630|216856|219033|223864|233079|245049,Adcy8|Cep131|Gli3|Glul|Igf1|Kcnb1|Lepr|Neurod1|Prnp|Rab34|Tgfb2|Nr0b2|Oaz3|Wls|Mtcl1|Tcaf1|Myh10|Flna|Frmd4a|Nlgn2|Ang4|Rapgef3|Ffar2|Myrip,-2.3,Down
KEGG Pathway,24,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),,-4.2,3,4.8,21222,215,565,17,3,0.72,11514|14170|14182|14186|14681|15234|16000|16590|18654|18798|23797|57257|70549|75292|93737|110351|223864,Adcy8|Fgf15|Fgfr1|Fgfr4|Gnao1|Hgf|Igf1|Kit|Pgf|Plcb4|Akt3|Vav3|Tln2|Prkd3|Pard6g|Rap1gap|Rapgef3,-2.3,Down
GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-4.1,3,4.8,21222,216,565,17,3,0.72,12505|12614|14182|14634|15227|16000|16776|17313|18128|18514|18654|19130|20292|20377|54710|380718|381157,Cd44|Celsr1|Fgfr1|Gli3|Foxf1|Igf1|Lama5|Mgp|Notch1|Pbx1|Pgf|Prox1|Ccl11|Sfrp1|Hs3st3b1|Mks1|Greb1l,-2.3,Down
GO Biological Processes,19,GO:0016525,negative regulation of angiogenesis,19_GO:0048519 negative regulation of biological process,-4.1,3.8,5.1,21222,118,565,12,2.1,0.61,11504|13855|16598|18576|19274|19317|20692|21808|66214|101401|240725|381290,Adamts1|Epn2|Klf2|Pde3b|Ptprm|Qki|Sparc|Tgfb2|Rgcc|Adamts9|Sulf1|Atp2b4,-2.2,Down
GO Biological Processes,19,GO:0072171,mesonephric tubule morphogenesis,19_GO:0032502 developmental process,-4.1,5,5.4,21222,68,565,9,1.6,0.53,12505|14634|16776|18514|18654|23892|54710|269152|381157,Cd44|Gli3|Lama5|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-2.2,Down
GO Biological Processes,19,GO:0048638,regulation of developmental growth,19_GO:0040007 growth,-4.1,2.3,4.5,21222,400,565,25,4.4,0.87,14182|14268|14732|15284|16000|16526|17762|18128|18208|19130|19280|22368|22402|22415|23945|56177|56320|74116|218877|236266|243743|268396|320027|320563|382253,Fgfr1|Fn1|Gpam|Hlx|Igf1|Kcnk2|Mapt|Notch1|Ntn1|Prox1|Ptprs|Trpv2|Ccn4|Wnt3|Mgll|Olfm1|Dbn1|Pi16|Sema3g|Alms1|Plxna4|Sh3pxd2b|Fstl4|Islr2|Cdkl5,-2.2,Down
WikiPathways,27,WP2432,Spinal cord injury,,-4.1,4.1,5.1,21222,101,565,11,1.9,0.58,13003|13653|15370|15894|16176|16177|18208|18780|20344|20564|121021,Vcan|Egr1|Nr4a1|Icam1|Il1b|Il1r1|Ntn1|Pla2g2a|Selp|Slit3|Cspg4,-2.2,Down
GO Biological Processes,19,GO:0032231,regulation of actin filament bundle assembly,19_GO:0050789 regulation of biological process,-4.1,3.8,5,21222,119,565,12,2.1,0.61,13609|50768|53814|56320|58234|66214|77569|192176|223864|230837|236266|268396,S1pr1|Dlc1|Oaz3|Dbn1|Shank3|Rgcc|Limch1|Flna|Rapgef3|Asap3|Alms1|Sh3pxd2b,-2.2,Down
GO Biological Processes,19,GO:0003231,cardiac ventricle development,19_GO:0032502 developmental process,-4.1,3.3,4.9,21222,157,565,14,2.5,0.65,15227|16007|16526|16911|18127|18128|19130|20564|21808|71461|74868|77446|268902|381157,Foxf1|Ccn1|Kcnk2|Lmo4|Nos3|Notch1|Prox1|Slit3|Tgfb2|Ptk7|Tmem65|Heg1|Robo2|Greb1l,-2.2,Down
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-4.1,2,4.3,21222,655,565,35,6.2,1,11514|11754|11898|12268|12505|12870|14268|15370|15894|16176|16177|16180|16523|16590|16819|18032|18128|18129|18780|18823|19218|20292|20308|20344|20701|20716|24046|52065|55985|56312|93671|233079|241556|383619|100504232,Adcy8|Aoc3|Ass1|C4b|Cd44|Cp|Fn1|Nr4a1|Icam1|Il1b|Il1r1|Il1rap|Kcnj8|Kit|Lcn2|Nfix|Notch1|Notch2|Pla2g2a|Plp1|Ptger3|Ccl11|Ccl9|Selp|Serpina1b|Serpina3n|Scn11a|Mfhas1|Cxcl13|Nupr1|Cd163|Ffar2|Tspan18|Aim2|Mptx2,-2.2,Down
GO Biological Processes,19,GO:0061333,renal tubule morphogenesis,19_GO:0032502 developmental process,-4.1,4.4,5.2,21222,85,565,10,1.8,0.55,12505|14160|14634|16776|18514|18654|23892|54710|269152|381157,Cd44|Lgr5|Gli3|Lama5|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-2.2,Down
GO Biological Processes,19,GO:0051149,positive regulation of muscle cell differentiation,19_GO:0032502 developmental process,-4.1,4.4,5.2,21222,85,565,10,1.8,0.55,16000|16590|16773|16779|18128|18129|19130|22402|50770|234839,Igf1|Kit|Lama2|Lamb2|Notch1|Notch2|Prox1|Ccn4|Atp11a|Piezo1,-2.2,Down
GO Biological Processes,19,GO:2000181,negative regulation of blood vessel morphogenesis,19_GO:0048519 negative regulation of biological process,-4.1,3.8,5,21222,120,565,12,2.1,0.61,11504|13855|16598|18576|19274|19317|20692|21808|66214|101401|240725|381290,Adamts1|Epn2|Klf2|Pde3b|Ptprm|Qki|Sparc|Tgfb2|Rgcc|Adamts9|Sulf1|Atp2b4,-2.2,Down
GO Biological Processes,19,GO:2001236,regulation of extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-4.1,3.2,4.8,21222,178,565,15,2.7,0.68,13132|13166|14182|14373|15234|15894|16000|16176|17153|20254|20377|21808|72393|193740|240518,Dab2|Dbh|Fgfr1|G0s2|Hgf|Icam1|Igf1|Il1b|Mal|Scg2|Sfrp1|Tgfb2|Faim2|Hspa1a|Peli3,-2.2,Down
GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-4,2.8,4.6,21222,242,565,18,3.2,0.74,14182|14461|14645|15284|15370|15530|16000|18128|18129|18654|19130|20254|20292|22353|23797|26903|76905|219033,Fgfr1|Gata2|Glul|Hlx|Nr4a1|Hspg2|Igf1|Notch1|Notch2|Pgf|Prox1|Scg2|Ccl11|Vip|Akt3|Dysf|Lrg1|Ang4,-2.2,Down
GO Biological Processes,19,GO:1901343,negative regulation of vasculature development,19_GO:0048519 negative regulation of biological process,-4,3.7,5,21222,121,565,12,2.1,0.61,11504|13855|16598|18576|19274|19317|20692|21808|66214|101401|240725|381290,Adamts1|Epn2|Klf2|Pde3b|Ptprm|Qki|Sparc|Tgfb2|Rgcc|Adamts9|Sulf1|Atp2b4,-2.2,Down
GO Biological Processes,19,GO:0030902,hindbrain development,19_GO:0032502 developmental process,-4,3,4.7,21222,200,565,16,2.8,0.7,14461|15410|16000|18012|18032|19130|19280|19883|20353|20720|50768|68151|72393|73750|77579|192176,Gata2|Hoxb3|Igf1|Neurod1|Nfix|Prox1|Ptprs|Rora|Sema4c|Serpine2|Dlc1|Wls|Faim2|Whrn|Myh10|Flna,-2.2,Down
GO Biological Processes,19,GO:0099150,regulation of postsynaptic specialization assembly,19_GO:0032502 developmental process,-4,7.8,6,21222,29,565,6,1.1,0.43,14182|16180|19280|73340|106042|320712,Fgfr1|Il1rap|Ptprs|Nptxr|Prickle1|Abi3bp,-2.2,Down
GO Biological Processes,19,GO:1903828,negative regulation of protein localization,19_GO:0051179 localization,-4,2.7,4.6,21222,266,565,19,3.4,0.76,13132|13650|14371|14681|14758|16176|16324|16500|17762|18133|18576|19218|52055|52065|94275|98496|110385|209630|233079,Dab2|Rhbdf1|Fzd9|Gnao1|Gpm6b|Il1b|Inhbb|Kcnb1|Mapt|Ccn3|Pde3b|Ptger3|Rab11fip5|Mfhas1|Maged1|Pid1|Pde4c|Frmd4a|Ffar2,-2.2,Down
GO Biological Processes,19,GO:0051090,regulation of DNA-binding transcription factor activity,19_GO:0050789 regulation of biological process,-4,2.7,4.6,21222,266,565,19,3.4,0.76,11514|15894|16180|16590|18012|18032|18214|18514|23892|23957|27103|56312|73914|192176|193740|231162|269881|332579|383619,Adcy8|Icam1|Il1rap|Kit|Neurod1|Nfix|Ddr2|Pbx1|Grem1|Nr0b2|Eif2ak4|Nupr1|Irak3|Flna|Hspa1a|Cytl1|Map3k10|Card9|Aim2,-2.2,Down
GO Biological Processes,19,GO:0060840,artery development,19_GO:0032502 developmental process,-4,3.7,4.9,21222,122,565,12,2.1,0.61,14634|15227|16948|18128|18131|19130|21808|24046|77579|101401|106042|268902,Gli3|Foxf1|Lox|Notch1|Notch3|Prox1|Tgfb2|Scn11a|Myh10|Adamts9|Prickle1|Robo2,-2.1,Down
GO Biological Processes,19,GO:0060411,cardiac septum morphogenesis,19_GO:0032502 developmental process,-4,4.3,5.1,21222,87,565,10,1.8,0.55,16007|18127|18128|18129|18187|19130|20564|21808|268902|380718,Ccn1|Nos3|Notch1|Notch2|Nrp2|Prox1|Slit3|Tgfb2|Robo2|Mks1,-2.1,Down
GO Biological Processes,19,GO:0016331,morphogenesis of embryonic epithelium,19_GO:0032502 developmental process,-4,3.1,4.7,21222,181,565,15,2.7,0.68,12614|16450|16776|16911|20353|20377|21804|21808|23892|50768|58234|71461|106042|270685|380718,Celsr1|Jag2|Lama5|Lmo4|Sema4c|Sfrp1|Tgfb1i1|Tgfb2|Grem1|Dlc1|Shank3|Ptk7|Prickle1|Mthfd1l|Mks1,-2.1,Down
GO Biological Processes,19,GO:0030336,negative regulation of cell migration,19_GO:0040011 locomotion,-4,2.5,4.5,21222,336,565,22,3.9,0.81,17342|18128|18133|19252|19274|20377|22240|23892|50768|55985|66214|68713|70945|72349|77569|77574|101401|110532|117600|217835|240725|381290,Mitf|Notch1|Ccn3|Dusp1|Ptprm|Sfrp1|Dpysl3|Grem1|Dlc1|Cxcl13|Rgcc|Ifitm1|Mmrn1|Dusp3|Limch1|Tcaf1|Adamts9|Adarb1|Srgap1|Rin3|Sulf1|Atp2b4,-2.1,Down
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-4,2.1,4.3,21222,559,565,31,5.5,0.96,11514|12009|13650|14634|14645|14681|16000|16176|16324|16500|16847|18012|18133|18576|19218|19376|21808|23957|52055|53814|68151|68655|77579|110385|192176|209630|216856|219033|223864|233079|245049,Adcy8|Cep131|Rhbdf1|Gli3|Glul|Gnao1|Igf1|Il1b|Inhbb|Kcnb1|Lepr|Neurod1|Ccn3|Pde3b|Ptger3|Rab34|Tgfb2|Nr0b2|Rab11fip5|Oaz3|Wls|Fndc1|Myh10|Pde4c|Flna|Frmd4a|Nlgn2|Ang4|Rapgef3|Ffar2|Myrip,-2.1,Down
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-4,2.1,4.3,21222,559,565,31,5.5,0.96,12614|13609|14758|15505|15894|17762|19130|20292|21808|50768|50876|53814|54141|56320|58234|66214|68810|69524|76820|77569|93689|108100|192176|193740|214444|223864|230837|235611|236266|245902|268396,Celsr1|S1pr1|Gpm6b|Hsph1|Icam1|Mapt|Prox1|Ccl11|Tgfb2|Dlc1|Tmod2|Oaz3|Spag5|Dbn1|Shank3|Rgcc|Nexn|Esam|Cyria|Limch1|Lmod1|Baiap2|Flna|Hspa1a|Cdk5rap2|Rapgef3|Asap3|Plxnb1|Alms1|Ccdc15|Sh3pxd2b,-2.1,Down
KEGG Pathway,24,mmu04510,Focal adhesion - Mus musculus (house mouse),,-4,3,4.7,21222,202,565,16,2.8,0.7,14268|15234|16000|16402|16773|16776|16779|18654|21827|23797|57257|70549|81877|109700|109711|192176,Fn1|Hgf|Igf1|Itga5|Lama2|Lama5|Lamb2|Pgf|Thbs3|Akt3|Vav3|Tln2|Tnxb|Itga1|Actn1|Flna,-2.1,Down
GO Biological Processes,19,GO:1905314,semi-lunar valve development,19_GO:0032502 developmental process,-4,6.3,5.6,21222,42,565,7,1.2,0.47,18127|18128|18129|20564|21808|23794|268902,Nos3|Notch1|Notch2|Slit3|Tgfb2|Adamts5|Robo2,-2.1,Down
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-4,2.1,4.3,21222,534,565,30,5.3,0.94,11898|12505|12870|13845|14182|14461|14634|15227|15234|15284|15410|15417|16000|16324|16776|16911|18011|18128|18129|18208|18514|19130|20292|20377|20720|21808|22415|63959|68151|69047,Ass1|Cd44|Cp|Ephb3|Fgfr1|Gata2|Gli3|Foxf1|Hgf|Hlx|Hoxb3|Hoxb9|Igf1|Inhbb|Lama5|Lmo4|Neurl1a|Notch1|Notch2|Ntn1|Pbx1|Prox1|Ccl11|Sfrp1|Serpine2|Tgfb2|Wnt3|Slc29a1|Wls|Atp2c2,-2.1,Down
GO Biological Processes,19,GO:0048546,digestive tract morphogenesis,19_GO:0032502 developmental process,-4,5.4,5.4,21222,56,565,8,1.4,0.5,13845|14634|15227|15284|18128|20377|54612|59036,Ephb3|Gli3|Foxf1|Hlx|Notch1|Sfrp1|Sfrp5|Dact1,-2.1,Down
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-4,2,4.2,21222,692,565,36,6.4,1,13132|13653|13845|14170|14182|14186|14783|15234|15507|16000|16324|16590|16948|18129|18187|18214|18576|18654|19716|20377|21808|23797|23921|26564|56468|64817|66214|67888|68010|69538|83453|106042|108075|121021|240725|320679,Dab2|Egr1|Ephb3|Fgf15|Fgfr1|Fgfr4|Grb10|Hgf|Hspb1|Igf1|Inhbb|Kit|Lox|Notch2|Nrp2|Ddr2|Pde3b|Pgf|Bex1|Sfrp1|Tgfb2|Akt3|Sh2b2|Ror2|Socs5|Svep1|Rgcc|Tmem100|Bambi|Antxr1|Chrdl1|Prickle1|Ltbp4|Cspg4|Sulf1|Samd12,-2.1,Down
GO Biological Processes,19,GO:0072148,epithelial cell fate commitment,19_GO:0032502 developmental process,-4,9.9,6.4,21222,19,565,5,0.88,0.39,14726|18012|18088|18128|19130,Pdpn|Neurod1|Nkx2-2|Notch1|Prox1,-2.1,Down
GO Biological Processes,19,GO:0010715,regulation of extracellular matrix disassembly,19_GO:0050789 regulation of biological process,-4,9.9,6.4,21222,19,565,5,0.88,0.39,14186|14726|18214|21808|21859,Fgfr4|Pdpn|Ddr2|Tgfb2|Timp3,-2.1,Down
GO Biological Processes,19,GO:0021783,preganglionic parasympathetic fiber development,19_GO:0032502 developmental process,-4,9.9,6.4,21222,19,565,5,0.88,0.39,12778|18187|78286|110532|243743,Ackr3|Nrp2|Nav2|Adarb1|Plxna4,-2.1,Down
KEGG Pathway,24,mmu04512,ECM-receptor interaction - Mus musculus (house mouse),,-3.9,4.2,5,21222,89,565,10,1.8,0.55,12505|14268|15530|16402|16773|16776|16779|21827|81877|109700,Cd44|Fn1|Hspg2|Itga5|Lama2|Lama5|Lamb2|Thbs3|Tnxb|Itga1,-2.1,Down
GO Biological Processes,19,GO:0003281,ventricular septum development,19_GO:0032502 developmental process,-3.9,4.2,5,21222,89,565,10,1.8,0.55,16007|16911|18127|18128|19130|20564|21808|71461|77446|268902,Ccn1|Lmo4|Nos3|Notch1|Prox1|Slit3|Tgfb2|Ptk7|Heg1|Robo2,-2.1,Down
GO Biological Processes,19,GO:0072009,nephron epithelium development,19_GO:0032502 developmental process,-3.9,3.6,4.8,21222,125,565,12,2.1,0.61,12505|14634|16776|16779|18128|18129|18514|18654|23892|54710|269152|381157,Cd44|Gli3|Lama5|Lamb2|Notch1|Notch2|Pbx1|Pgf|Grem1|Hs3st3b1|Kif26b|Greb1l,-2.1,Down
GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-3.9,2.9,4.6,21222,206,565,16,2.8,0.7,16000|16948|17880|18128|19130|20541|24052|26903|50876|54409|68794|77579|93689|106042|109711|226041,Igf1|Lox|Myh11|Notch1|Prox1|Slc8a1|Sgcd|Dysf|Tmod2|Ramp2|Flnc|Myh10|Lmod1|Prickle1|Actn1|Pgm5,-2.1,Down
GO Biological Processes,19,GO:0090270,regulation of fibroblast growth factor production,19_GO:0032501 multicellular organismal process,-3.8,14,6.9,21222,11,565,4,0.71,0.35,14182|14186|66214|77446,Fgfr1|Fgfr4|Rgcc|Heg1,-2,Down
GO Biological Processes,19,GO:0060537,muscle tissue development,19_GO:0032502 developmental process,-3.8,2.3,4.3,21222,416,565,25,4.4,0.87,13609|13653|14182|15284|15370|15530|16523|16656|17880|18011|18032|18128|19130|20541|21808|23892|23966|24052|56312|77446|77579|101401|106042|226041|381157,S1pr1|Egr1|Fgfr1|Hlx|Nr4a1|Hspg2|Kcnj8|Hivep3|Myh11|Neurl1a|Nfix|Notch1|Prox1|Slc8a1|Tgfb2|Grem1|Tenm4|Sgcd|Nupr1|Heg1|Myh10|Adamts9|Prickle1|Pgm5|Greb1l,-2,Down
GO Biological Processes,19,GO:0055123,digestive system development,19_GO:0032502 developmental process,-3.8,3.2,4.6,21222,166,565,14,2.5,0.65,11898|13845|14634|15227|15284|16000|16590|18088|18128|20377|21808|54612|59036|68151,Ass1|Ephb3|Gli3|Foxf1|Hlx|Igf1|Kit|Nkx2-2|Notch1|Sfrp1|Tgfb2|Sfrp5|Dact1|Wls,-2,Down
GO Biological Processes,19,GO:0045667,regulation of osteoblast differentiation,19_GO:0032502 developmental process,-3.8,3.2,4.6,21222,166,565,14,2.5,0.65,14182|14634|16000|16007|18128|18214|20377|22402|22415|23892|67399|68010|68713|80752,Fgfr1|Gli3|Igf1|Ccn1|Notch1|Ddr2|Sfrp1|Ccn4|Wnt3|Grem1|Pdlim7|Bambi|Ifitm1|Fam20c,-2,Down
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-3.8,2.6,4.4,21222,274,565,19,3.4,0.76,12293|14681|15894|16000|18127|18823|19122|19218|19739|20541|21808|22068|22368|26903|69047|98660|223864|241556|381812,Cacna2d1|Gnao1|Icam1|Igf1|Nos3|Plp1|Prnp|Ptger3|Rgs9|Slc8a1|Tgfb2|Trpc6|Trpv2|Dysf|Atp2c2|Atp1a2|Rapgef3|Tspan18|Cracr2a,-2,Down
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-3.8,2.7,4.4,21222,253,565,18,3.2,0.74,12614|14182|14186|14634|14726|15227|16000|16598|16776|16948|17313|18127|18128|19130|20692|71461|77446|77794,Celsr1|Fgfr1|Fgfr4|Gli3|Pdpn|Foxf1|Igf1|Klf2|Lama5|Lox|Mgp|Nos3|Notch1|Prox1|Sparc|Ptk7|Heg1|Adamtsl2,-2,Down
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.8,2.2,4.2,21222,469,565,27,4.8,0.9,11514|14170|14182|14370|15894|16000|16176|16429|16590|17872|18011|18129|18214|18606|19218|22068|22359|26564|27103|63913|68655|77569|93834|94275|121021|223864|269881,Adcy8|Fgf15|Fgfr1|Fzd8|Icam1|Igf1|Il1b|Itln1|Kit|Ppp1r15a|Neurl1a|Notch2|Ddr2|Enpp2|Ptger3|Trpc6|Vldlr|Ror2|Eif2ak4|Niban1|Fndc1|Limch1|Peli2|Maged1|Cspg4|Rapgef3|Map3k10,-2,Down
GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,19_GO:0032502 developmental process,-3.8,2.8,4.5,21222,231,565,17,3,0.72,13609|14182|15530|16523|17880|18128|19130|20541|21808|23892|23966|24052|77446|77579|101401|106042|381157,S1pr1|Fgfr1|Hspg2|Kcnj8|Myh11|Notch1|Prox1|Slc8a1|Tgfb2|Grem1|Tenm4|Sgcd|Heg1|Myh10|Adamts9|Prickle1|Greb1l,-2,Down
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,19_GO:0050789 regulation of biological process,-3.8,2.3,4.3,21222,370,565,23,4.1,0.83,12614|13609|14758|15894|19130|20292|21808|50768|50876|53814|56320|58234|66214|69524|76820|77569|93689|108100|192176|223864|230837|236266|268396,Celsr1|S1pr1|Gpm6b|Icam1|Prox1|Ccl11|Tgfb2|Dlc1|Tmod2|Oaz3|Dbn1|Shank3|Rgcc|Esam|Cyria|Limch1|Lmod1|Baiap2|Flna|Rapgef3|Asap3|Alms1|Sh3pxd2b,-2,Down
GO Biological Processes,19,GO:0016055,Wnt signaling pathway,19_GO:0050896 response to stimulus,-3.8,2.5,4.4,21222,299,565,20,3.5,0.78,12505|13132|14370|14371|17342|20377|21804|22402|22415|26564|54612|59036|68151|71461|75723|106042|229473|319478|494504|666048,Cd44|Dab2|Fzd8|Fzd9|Mitf|Sfrp1|Tgfb1i1|Ccn4|Wnt3|Ror2|Sfrp5|Dact1|Wls|Ptk7|Amotl1|Prickle1|Tmem131l|Cxxc4|Apcdd1|Trabd2b,-2,Down
GO Biological Processes,19,GO:0030510,regulation of BMP signaling pathway,19_GO:0050896 response to stimulus,-3.8,3.8,4.8,21222,110,565,11,1.9,0.58,16007|18128|18129|20377|23892|23893|68010|78558|83453|240725|320027,Ccn1|Notch1|Notch2|Sfrp1|Grem1|Grem2|Bambi|Htra3|Chrdl1|Sulf1|Fstl4,-2,Down
GO Biological Processes,19,GO:0090505,epiboly involved in wound healing,19_GO:0032502 developmental process,-3.8,7,5.7,21222,32,565,6,1.1,0.43,12505|14726|16402|76905|192176|231532,Cd44|Pdpn|Itga5|Lrg1|Flna|Arhgap24,-2,Down
GO Biological Processes,19,GO:0044319,"wound healing, spreading of cells",19_GO:0032502 developmental process,-3.8,7,5.7,21222,32,565,6,1.1,0.43,12505|14726|16402|76905|192176|231532,Cd44|Pdpn|Itga5|Lrg1|Flna|Arhgap24,-2,Down
