Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0009987 cellular process,-3.4,3,4.3,21222,277,327,13,4,1.1,11852|14260|16800|17922|20779|22349|65970|69581|76566|102502|246788|432516|544963,Rhob|Fmn1|Arhgef2|Myo7b|Src|Vil1|Lima1|Rhou|Rflnb|Pls1|Trpv3|Myo1a|Iqgap2,-1.7,Up
GO Biological Processes,19,GO:0060312,regulation of blood vessel remodeling,19_GO:0032502 developmental process,-3.4,19,7.3,21222,10,327,3,0.92,0.53,69660|109934|110279,Tmbim1|Abr|Bcr,-1.7,Up
GO Biological Processes,19,GO:0009261,ribonucleotide catabolic process,19_GO:0009987 cellular process,-3.4,4.5,4.7,21222,115,327,8,2.4,0.85,12183|13806|18293|18770|20779|23959|270198|433182,Bpgm|Eno1|Ogdh|Pklr|Src|Nt5e|Pfkfb4|Eno1b,-1.7,Up
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0009987 cellular process,-3.4,2.3,4,21222,599,327,21,6.4,1.4,11370|11484|12183|13806|18293|18519|18770|19300|20397|20779|54447|66447|66469|74147|107029|212933|216136|231086|269181|270198|433182,Acadvl|Aspa|Bpgm|Eno1|Ogdh|Kat2b|Pklr|Abcd4|Sgpl1|Src|Asah2|Mgst3|Prxl2b|Ehhadh|Me2|Pm20d1|Ilvbl|Hadhb|Mgat4a|Pfkfb4|Eno1b,-1.7,Up
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-3.3,2.3,4,21222,559,327,20,6.1,1.3,14260|16800|18003|18479|18519|18709|20312|22349|52428|53972|65970|66616|73910|76123|104252|192197|211556|213649|320827|544963,Fmn1|Arhgef2|Nedd9|Pak1|Kat2b|Pik3r2|Cx3cl1|Vil1|Rhpn2|Ngef|Lima1|Snx9|Arhgap18|Gpsm2|Cdc42ep2|Bcas3|Ap1ar|Arhgef19|Cracd|Iqgap2,-1.7,Up
GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-3.3,2.2,3.9,21222,606,327,21,6.4,1.4,11852|13823|14260|16800|17922|18479|20779|22349|23970|54357|56460|65970|69581|76566|102502|104252|109934|110279|246788|432516|544963,Rhob|Epb41l3|Fmn1|Arhgef2|Myo7b|Pak1|Src|Vil1|Pacsin2|Epb41l4b|Pkp3|Lima1|Rhou|Rflnb|Pls1|Cdc42ep2|Abr|Bcr|Trpv3|Myo1a|Iqgap2,-1.7,Up
Reactome Gene Sets,6,R-MMU-9013026,RHOB GTPase cycle,,-3.3,5.9,5,21222,66,327,6,1.8,0.74,11852|16800|18709|52428|109934|110279,Rhob|Arhgef2|Pik3r2|Rhpn2|Abr|Bcr,-1.6,Up
Reactome Gene Sets,6,R-MMU-418592,ADP signalling through P2Y purinoceptor 1,,-3.3,10,5.9,21222,25,327,4,1.2,0.61,14672|14688|14701|20779,Gna11|Gnb1|Gng12|Src,-1.6,Up
GO Biological Processes,19,GO:0016311,dephosphorylation,19_GO:0009987 cellular process,-3.3,3.9,4.4,21222,150,327,9,2.8,0.9,17772|19043|19279|70686|170749|218294|244650|320024|545902,Mtm1|Ppm1b|Ptprr|Dusp16|Mtmr4|Cdc14b|Phlpp2|Nceh1|Ptprh,-1.6,Up
GO Biological Processes,19,GO:0006195,purine nucleotide catabolic process,19_GO:0009987 cellular process,-3.3,4.3,4.6,21222,120,327,8,2.4,0.85,12183|13806|18293|18770|20779|23959|270198|433182,Bpgm|Eno1|Ogdh|Pklr|Src|Nt5e|Pfkfb4|Eno1b,-1.6,Up
GO Biological Processes,19,GO:0015986,proton motive force-driven ATP synthesis,19_GO:0009987 cellular process,-3.2,5.8,4.9,21222,67,327,6,1.8,0.74,11947|11949|17995|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Sdha|Sdhb,-1.6,Up
KEGG Pathway,24,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),,-3.2,5.8,4.9,21222,67,327,6,1.8,0.74,12183|13806|18770|56752|67689|433182,Bpgm|Eno1|Pklr|Aldh9a1|Aldh3b1|Eno1b,-1.6,Up
GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0009987 cellular process,-3.2,3.3,4.2,21222,219,327,11,3.4,1,12183|13806|14555|18293|18770|20779|23959|193742|232449|270198|433182,Bpgm|Eno1|Gpd1|Ogdh|Pklr|Src|Nt5e|Abhd16a|Dera|Pfkfb4|Eno1b,-1.6,Up
GO Biological Processes,19,GO:0046621,negative regulation of organ growth,19_GO:0040007 growth,-3.2,7.2,5.2,21222,45,327,5,1.5,0.68,15567|17684|18479|21416|211652,Slc6a4|Cited2|Pak1|Tcf7l2|Wwc1,-1.6,Up
KEGG Pathway,24,mmu00340,Histidine metabolism - Mus musculus (house mouse),,-3.2,10,5.7,21222,26,327,4,1.2,0.61,11484|17161|56752|67689,Aspa|Maoa|Aldh9a1|Aldh3b1,-1.6,Up
GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-3.2,2.1,3.7,21222,751,327,24,7.3,1.4,11740|11947|11949|13616|15567|17995|19775|21452|28080|56643|69597|69660|71111|72002|72258|109305|114584|142681|215335|215999|216001|224796|240660|246788,Slc25a5|Atp5f1b|Atp5f1c|Edn3|Slc6a4|Ndufv1|Xpr1|Tcn2|Atp5po|Slc15a1|Afg3l2|Tmbim1|Gpr39|Slc39a5|Kcnk10|Orai1|Clic1|Slc34a3|Slc36a1|Mcu|Micu1|Clic5|Slc35g1|Trpv3,-1.6,Up
GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0009987 cellular process,-3.2,2.9,4.1,21222,293,327,13,4,1.1,11565|11947|11949|17995|18293|22169|26384|28080|54391|56174|66945|67680|227620,Adss1|Atp5f1b|Atp5f1c|Ndufv1|Ogdh|Cmpk2|Gnpda1|Atp5po|Rfk|Nagk|Sdha|Sdhb|Uap1l1,-1.6,Up
GO Biological Processes,19,GO:0006470,protein dephosphorylation,19_GO:0009987 cellular process,-3.1,4.7,4.6,21222,96,327,7,2.1,0.8,17772|19043|19279|218294|244650|320024|545902,Mtm1|Ppm1b|Ptprr|Cdc14b|Phlpp2|Nceh1|Ptprh,-1.6,Up
GO Biological Processes,19,GO:0046349,amino sugar biosynthetic process,19_GO:0009987 cellular process,-3.1,16,6.6,21222,12,327,3,0.92,0.53,26384|56174|227620,Gnpda1|Nagk|Uap1l1,-1.6,Up
GO Biological Processes,19,GO:0006047,UDP-N-acetylglucosamine metabolic process,19_GO:0009987 cellular process,-3.1,16,6.6,21222,12,327,3,0.92,0.53,26384|56174|227620,Gnpda1|Nagk|Uap1l1,-1.6,Up
Reactome Gene Sets,6,R-MMU-1483257,Phospholipid metabolism,,-3.1,3.4,4.2,21222,189,327,10,3.1,0.95,14555|14571|17772|18709|74596|101476|170749|225845|231086|244882,Gpd1|Gpd2|Mtm1|Pik3r2|Cds1|Plekha1|Mtmr4|Plaat3|Hadhb|Tnfaip8l3,-1.6,Up
GO Biological Processes,19,GO:0046364,monosaccharide biosynthetic process,19_GO:0009987 cellular process,-3.1,5.6,4.8,21222,70,327,6,1.8,0.74,13806|14555|14571|18519|26384|270198,Eno1|Gpd1|Gpd2|Kat2b|Gnpda1|Pfkfb4,-1.6,Up
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0009987 cellular process,-3.1,3.2,4.1,21222,225,327,11,3.4,1,11370|15356|19300|26384|56174|74091|74147|107747|216136|231086|245847,Acadvl|Hmgcl|Abcd4|Gnpda1|Nagk|Npl|Ehhadh|Aldh1l1|Ilvbl|Hadhb|Amdhd2,-1.5,Up
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0009987 cellular process,-3.1,3.2,4.1,21222,225,327,11,3.4,1,11370|15356|19300|26384|56174|74091|74147|107747|216136|231086|245847,Acadvl|Hmgcl|Abcd4|Gnpda1|Nagk|Npl|Ehhadh|Aldh1l1|Ilvbl|Hadhb|Amdhd2,-1.5,Up
GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-3.1,2.1,3.7,21222,716,327,23,7,1.4,11772|11947|12313|15567|17922|19324|23970|30805|56643|66205|66616|69581|72002|108800|109934|110279|214854|215335|227738|246788|320487|381560|432516,Ap2a2|Atp5f1b|Calm1|Slc6a4|Myo7b|Rab1a|Pacsin2|Slc22a4|Slc15a1|Cd302|Snx9|Rhou|Slc39a5|Ston2|Abr|Bcr|Neurl3|Slc36a1|Lrsam1|Trpv3|Heatr5a|Xkr8|Myo1a,-1.5,Up
GO Biological Processes,19,GO:0032727,positive regulation of interferon-alpha production,19_GO:0048518 positive regulation of biological process,-3.1,9.3,5.5,21222,28,327,4,1.2,0.61,12675|71586|228607|230073,Chuk|Ifih1|Mavs|Rigi,-1.5,Up
GO Biological Processes,19,GO:1901292,nucleoside phosphate catabolic process,19_GO:0009987 cellular process,-3.1,3.7,4.2,21222,160,327,9,2.8,0.9,12183|13806|18293|18770|20779|23959|232449|270198|433182,Bpgm|Eno1|Ogdh|Pklr|Src|Nt5e|Dera|Pfkfb4|Eno1b,-1.5,Up
Reactome Gene Sets,6,R-MMU-193648,NRAGE signals death through JNK,,-3,6.6,4.9,21222,49,327,5,1.5,0.68,16800|53972|109934|213649|224014,Arhgef2|Ngef|Abr|Arhgef19|Fgd4,-1.5,Up
GO Biological Processes,19,GO:0006040,amino sugar metabolic process,19_GO:0009987 cellular process,-3,6.6,4.9,21222,49,327,5,1.5,0.68,26384|56174|74091|227620|245847,Gnpda1|Nagk|Npl|Uap1l1|Amdhd2,-1.5,Up
GO Biological Processes,19,GO:0044241,lipid digestion,19_GO:0032501 multicellular organismal process,-3,15,6.3,21222,13,327,3,0.92,0.53,54447|65970|237636,Asah2|Lima1|Npc1l1,-1.5,Up
GO Biological Processes,19,GO:1901072,glucosamine-containing compound catabolic process,19_GO:0009987 cellular process,-3,15,6.3,21222,13,327,3,0.92,0.53,26384|56174|245847,Gnpda1|Nagk|Amdhd2,-1.5,Up
GO Biological Processes,19,GO:1905522,negative regulation of macrophage migration,19_GO:0040011 locomotion,-3,15,6.3,21222,13,327,3,0.92,0.53,109934|110279|118453,Abr|Bcr|Mmp28,-1.5,Up
Reactome Gene Sets,6,R-MMU-451326,Activation of kainate receptors upon glutamate binding,,-3,9,5.4,21222,29,327,4,1.2,0.61,12313|14688|14701|53310,Calm1|Gnb1|Gng12|Dlg3,-1.5,Up
GO Biological Processes,19,GO:0043648,dicarboxylic acid metabolic process,19_GO:0009987 cellular process,-3,4.5,4.4,21222,102,327,7,2.1,0.8,11484|11565|18293|66945|67680|107029|107747,Aspa|Adss1|Ogdh|Sdha|Sdhb|Me2|Aldh1l1,-1.4,Up
KEGG Pathway,24,mmu05161,Hepatitis B - Mus musculus (house mouse),,-3,3.6,4.1,21222,164,327,9,2.8,0.9,12371|12675|14102|18709|20779|71586|208647|228607|230073,Casp9|Chuk|Fas|Pik3r2|Src|Ifih1|Creb3l2|Mavs|Rigi,-1.4,Up
GO Biological Processes,19,GO:0006081,aldehyde metabolic process,19_GO:0009987 cellular process,-3,5.2,4.5,21222,75,327,6,1.8,0.74,13806|14555|56752|67689|74637|269181,Eno1|Gpd1|Aldh9a1|Aldh3b1|Shpk|Mgat4a,-1.4,Up
GO Biological Processes,19,GO:0043124,negative regulation of canonical NF-kappaB signal transduction,19_GO:0048519 negative regulation of biological process,-3,4.4,4.3,21222,103,327,7,2.1,0.8,11746|12675|16145|19043|56174|71966|217166,Anxa4|Chuk|Igtp|Ppm1b|Nagk|Nkiras2|Nr1d1,-1.4,Up
GO Biological Processes,19,GO:1903580,positive regulation of ATP metabolic process,19_GO:0048518 positive regulation of biological process,-3,6.4,4.8,21222,51,327,5,1.5,0.68,13806|14555|18519|20779|433182,Eno1|Gpd1|Kat2b|Src|Eno1b,-1.4,Up
GO Biological Processes,19,GO:0007528,neuromuscular junction development,19_GO:0009987 cellular process,-3,6.4,4.8,21222,51,327,5,1.5,0.68,13866|16716|18479|69597|74018,Erbb2|Ky|Pak1|Afg3l2|Als2,-1.4,Up
GO Biological Processes,19,GO:0009142,nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-2.9,4.4,4.3,21222,104,327,7,2.1,0.8,11947|11949|17995|22169|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Cmpk2|Atp5po|Sdha|Sdhb,-1.4,Up
GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,19_GO:0065007 biological regulation,-2.9,2.2,3.6,21222,603,327,20,6.1,1.3,13616|14260|15567|17130|18479|18519|18709|20312|20779|22349|65970|66616|68678|68813|71751|73910|74018|102502|104252|320827,Edn3|Fmn1|Slc6a4|Smad6|Pak1|Kat2b|Pik3r2|Cx3cl1|Src|Vil1|Lima1|Snx9|Smtnl1|Dock5|Map3k13|Arhgap18|Als2|Pls1|Cdc42ep2|Cracd,-1.4,Up
GO Biological Processes,19,GO:0070986,left/right axis specification,19_GO:0032502 developmental process,-2.9,14,6,21222,14,327,3,0.92,0.53,17684|18741|68146,Cited2|Pitx2|Arl13b,-1.4,Up
GO Biological Processes,19,GO:0000101,sulfur amino acid transport,19_GO:0051179 localization,-2.9,14,6,21222,14,327,3,0.92,0.53,30805|30962|215113,Slc22a4|Slc7a9|Slc43a2,-1.4,Up
GO Biological Processes,19,GO:1900542,regulation of purine nucleotide metabolic process,19_GO:0050789 regulation of biological process,-2.9,4.3,4.3,21222,105,327,7,2.1,0.8,13806|14555|18519|20779|107029|433182|433766,Eno1|Gpd1|Kat2b|Src|Me2|Eno1b|Trim63,-1.4,Up
GO Biological Processes,19,GO:0050892,intestinal absorption,19_GO:0032501 multicellular organismal process,-2.9,8.4,5.1,21222,31,327,4,1.2,0.61,22349|65970|102502|237636,Vil1|Lima1|Pls1|Npc1l1,-1.4,Up
GO Biological Processes,19,GO:0006140,regulation of nucleotide metabolic process,19_GO:0050789 regulation of biological process,-2.9,4.3,4.2,21222,106,327,7,2.1,0.8,13806|14555|18519|20779|107029|433182|433766,Eno1|Gpd1|Kat2b|Src|Me2|Eno1b|Trim63,-1.4,Up
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-2.9,2.1,3.5,21222,653,327,21,6.4,1.4,11740|11947|11949|13616|15567|17995|21452|28080|56643|69597|69660|71111|72002|72258|109305|142681|215335|215999|216001|240660|246788,Slc25a5|Atp5f1b|Atp5f1c|Edn3|Slc6a4|Ndufv1|Tcn2|Atp5po|Slc15a1|Afg3l2|Tmbim1|Gpr39|Slc39a5|Kcnk10|Orai1|Slc34a3|Slc36a1|Mcu|Micu1|Slc35g1|Trpv3,-1.4,Up
Reactome Gene Sets,6,R-MMU-456926,Thrombin signalling through proteinase activated receptors (PARs),,-2.8,8.1,5,21222,32,327,4,1.2,0.61,14672|14688|14701|20779,Gna11|Gnb1|Gng12|Src,-1.3,Up
GO Biological Processes,19,GO:2000674,regulation of type B pancreatic cell apoptotic process,19_GO:0050789 regulation of biological process,-2.8,13,5.8,21222,15,327,3,0.92,0.53,12380|15183|21416,Cast|Hdac3|Tcf7l2,-1.3,Up
GO Biological Processes,19,GO:0010632,regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.8,4.9,4.3,21222,80,327,6,1.8,0.74,19279|20779|22349|52392|54357|68813,Ptprr|Src|Vil1|Macir|Epb41l4b|Dock5,-1.3,Up
GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0009987 cellular process,-2.8,3.7,4,21222,140,327,8,2.4,0.85,12183|13806|18293|18770|20779|23959|270198|433182,Bpgm|Eno1|Ogdh|Pklr|Src|Nt5e|Pfkfb4|Eno1b,-1.3,Up
Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-2.8,2.8,3.7,21222,283,327,12,3.7,1,12313|13866|13867|16706|18709|20779|21770|53310|70686|104252|218294|545622,Calm1|Erbb2|Erbb3|Ksr1|Pik3r2|Src|Ppp2r5d|Dlg3|Dusp16|Cdc42ep2|Cdc14b|Ptpn3,-1.3,Up
KEGG Pathway,24,mmu05164,Influenza A - Mus musculus (house mouse),,-2.8,3.4,3.9,21222,174,327,9,2.8,0.9,11740|12371|12675|12702|14102|18709|71586|228607|230073,Slc25a5|Casp9|Chuk|Socs3|Fas|Pik3r2|Ifih1|Mavs|Rigi,-1.3,Up
GO Biological Processes,19,GO:1900544,positive regulation of purine nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-2.8,5.9,4.6,21222,55,327,5,1.5,0.68,13806|14555|18519|20779|433182,Eno1|Gpd1|Kat2b|Src|Eno1b,-1.3,Up
GO Biological Processes,19,GO:0045981,positive regulation of nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-2.8,5.9,4.6,21222,55,327,5,1.5,0.68,13806|14555|18519|20779|433182,Eno1|Gpd1|Kat2b|Src|Eno1b,-1.3,Up
GO Biological Processes,19,GO:0006754,ATP biosynthetic process,19_GO:0009987 cellular process,-2.8,4.8,4.3,21222,81,327,6,1.8,0.74,11947|11949|17995|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Atp5po|Sdha|Sdhb,-1.3,Up
Reactome Gene Sets,6,R-MMU-5673000,RAF activation,,-2.8,7.9,4.9,21222,33,327,4,1.2,0.61,12313|16706|20779|21770,Calm1|Ksr1|Src|Ppp2r5d,-1.3,Up
Reactome Gene Sets,6,R-MMU-392518,Signal amplification,,-2.8,7.9,4.9,21222,33,327,4,1.2,0.61,14672|14688|14701|20779,Gna11|Gnb1|Gng12|Src,-1.3,Up
GO Biological Processes,19,GO:0034405,response to fluid shear stress,19_GO:0050896 response to stimulus,-2.8,7.9,4.9,21222,33,327,4,1.2,0.61,15183|17130|17684|20779,Hdac3|Smad6|Cited2|Src,-1.3,Up
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-2.8,2.7,3.7,21222,285,327,12,3.7,1,14260|18479|18709|20312|22349|52428|65970|66616|73910|104252|211556|320827,Fmn1|Pak1|Pik3r2|Cx3cl1|Vil1|Rhpn2|Lima1|Snx9|Arhgap18|Cdc42ep2|Ap1ar|Cracd,-1.3,Up
GO Biological Processes,19,GO:0042594,response to starvation,19_GO:0050896 response to stimulus,-2.8,2.9,3.7,21222,248,327,11,3.4,1,11565|14102|18479|19775|21416|66809|66905|72002|192197|215999|216001,Adss1|Fas|Pak1|Xpr1|Tcf7l2|Krt20|Plin3|Slc39a5|Bcas3|Mcu|Micu1,-1.3,Up
GO Biological Processes,19,GO:0098655,monoatomic cation transmembrane transport,19_GO:0051179 localization,-2.8,2,3.4,21222,669,327,21,6.4,1.4,11740|11947|11949|13616|15567|17995|21452|28080|56643|69597|69660|71111|72002|72258|109305|142681|215335|215999|216001|240660|246788,Slc25a5|Atp5f1b|Atp5f1c|Edn3|Slc6a4|Ndufv1|Tcn2|Atp5po|Slc15a1|Afg3l2|Tmbim1|Gpr39|Slc39a5|Kcnk10|Orai1|Slc34a3|Slc36a1|Mcu|Micu1|Slc35g1|Trpv3,-1.3,Up
Reactome Gene Sets,6,R-MMU-8949664,Processing of SMDT1,,-2.8,12,5.6,21222,16,327,3,0.92,0.53,69597|215999|216001,Afg3l2|Mcu|Micu1,-1.3,Up
GO Biological Processes,19,GO:0036444,calcium import into the mitochondrion,19_GO:0051179 localization,-2.8,12,5.6,21222,16,327,3,0.92,0.53,69597|215999|216001,Afg3l2|Mcu|Micu1,-1.3,Up
GO Biological Processes,19,GO:1900182,positive regulation of protein localization to nucleus,19_GO:0051179 localization,-2.8,4.1,4.1,21222,112,327,7,2.1,0.8,15183|16145|18709|20779|21416|70261|228607,Hdac3|Igtp|Pik3r2|Src|Tcf7l2|Chp2|Mavs,-1.3,Up
GO Biological Processes,19,GO:1990845,adaptive thermogenesis,19_GO:0009987 cellular process,-2.7,7.6,4.8,21222,34,327,4,1.2,0.61,11740|71111|212933|224796,Slc25a5|Gpr39|Pm20d1|Clic5,-1.3,Up
GO Biological Processes,19,GO:0031669,cellular response to nutrient levels,19_GO:0050896 response to stimulus,-2.7,2.7,3.6,21222,288,327,12,3.7,1,14102|18479|18519|19775|20779|21416|66809|66905|72002|215999|216001|243385,Fas|Pak1|Kat2b|Xpr1|Src|Tcf7l2|Krt20|Plin3|Slc39a5|Mcu|Micu1|Gprin3,-1.3,Up
GO Biological Processes,19,GO:0006119,oxidative phosphorylation,19_GO:0009987 cellular process,-2.7,4,4,21222,114,327,7,2.1,0.8,11947|11949|17995|22273|28080|66945|67680,Atp5f1b|Atp5f1c|Ndufv1|Uqcrc1|Atp5po|Sdha|Sdhb,-1.3,Up
GO Biological Processes,19,GO:0006094,gluconeogenesis,19_GO:0009987 cellular process,-2.7,5.6,4.4,21222,58,327,5,1.5,0.68,13806|14555|14571|18519|270198,Eno1|Gpd1|Gpd2|Kat2b|Pfkfb4,-1.3,Up
Reactome Gene Sets,6,R-MMU-437239,Recycling pathway of L1,,-2.7,7.4,4.8,21222,35,327,4,1.2,0.61,11772|18222|20779|238463,Ap2a2|Numb|Src|Tubal3,-1.2,Up
GO Biological Processes,19,GO:0006865,amino acid transport,19_GO:0051179 localization,-2.7,3.5,3.9,21222,147,327,8,2.4,0.85,15567|18408|18479|30805|30962|208638|215113|215335,Slc6a4|Slc25a15|Pak1|Slc22a4|Slc7a9|Slc25a38|Slc43a2|Slc36a1,-1.2,Up
Reactome Gene Sets,6,R-MMU-199418,Negative regulation of the PI3K/AKT network,,-2.7,4,4,21222,115,327,7,2.1,0.8,13866|13867|18709|20779|21770|228775|244650,Erbb2|Erbb3|Pik3r2|Src|Ppp2r5d|Trib3|Phlpp2,-1.2,Up
Reactome Gene Sets,6,R-MMU-8949215,Mitochondrial calcium ion transport,,-2.7,11,5.4,21222,17,327,3,0.92,0.53,69597|215999|216001,Afg3l2|Mcu|Micu1,-1.2,Up
GO Biological Processes,19,GO:0035672,oligopeptide transmembrane transport,19_GO:0051179 localization,-2.7,11,5.4,21222,17,327,3,0.92,0.53,56199|56643|69597,Abcb10|Slc15a1|Afg3l2,-1.2,Up
KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-2.7,2.8,3.6,21222,255,327,11,3.4,1,12313|12371|12675|14102|14672|14688|14701|18709|20312|20779|208647,Calm1|Casp9|Chuk|Fas|Gna11|Gnb1|Gng12|Pik3r2|Cx3cl1|Src|Creb3l2,-1.2,Up
GO Biological Processes,19,GO:0007163,establishment or maintenance of cell polarity,19_GO:0009987 cellular process,-2.7,3,3.7,21222,219,327,10,3.1,0.95,12591|12695|15183|16800|18479|19157|53310|69581|71619|76123,Cdx2|Patj|Hdac3|Arhgef2|Pak1|Cyth1|Dlg3|Rhou|Arl14|Gpsm2,-1.2,Up
KEGG Pathway,24,mmu04668,TNF signaling pathway - Mus musculus (house mouse),,-2.6,3.8,3.9,21222,118,327,7,2.1,0.8,12675|12702|14102|18709|20312|67457|208647,Chuk|Socs3|Fas|Pik3r2|Cx3cl1|Frmd8|Creb3l2,-1.2,Up
Reactome Gene Sets,6,R-MMU-382551,Transport of small molecules,,-2.6,2,3.3,21222,641,327,20,6.1,1.3,11772|12313|14688|14701|30805|30962|56643|69597|79554|99709|117591|142681|215113|215335|215999|216001|223920|226144|246788|320024,Ap2a2|Calm1|Gnb1|Gng12|Slc22a4|Slc7a9|Slc15a1|Afg3l2|Cptp|Clca4b|Slc2a9|Slc34a3|Slc43a2|Slc36a1|Mcu|Micu1|Soat2|Erlin1|Trpv3|Nceh1,-1.2,Up
GO Biological Processes,19,GO:0002088,lens development in camera-type eye,19_GO:0032502 developmental process,-2.6,4.4,4,21222,88,327,6,1.8,0.74,12075|17132|17684|20482|100121|225845,Bfsp1|Maf|Cited2|Skil|Tdrd7|Plaat3,-1.2,Up
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.6,2.2,3.4,21222,464,327,16,4.9,1.2,14102|14260|16145|16800|18479|18709|20779|21833|22349|66616|67087|73910|79554|104252|228607|320827,Fas|Fmn1|Igtp|Arhgef2|Pak1|Pik3r2|Src|Thra|Vil1|Snx9|Ctnnbip1|Arhgap18|Cptp|Cdc42ep2|Mavs|Cracd,-1.2,Up
GO Biological Processes,19,GO:0003094,glomerular filtration,19_GO:0032501 multicellular organismal process,-2.6,11,5.2,21222,18,327,3,0.92,0.53,52428|72043|245638,Rhpn2|Sulf2|Tbc1d8b,-1.2,Up
Reactome Gene Sets,6,R-MMU-8964038,LDL clearance,,-2.6,11,5.2,21222,18,327,3,0.92,0.53,11772|223920|320024,Ap2a2|Soat2|Nceh1,-1.2,Up
GO Biological Processes,19,GO:0006044,N-acetylglucosamine metabolic process,19_GO:0009987 cellular process,-2.6,11,5.2,21222,18,327,3,0.92,0.53,26384|56174|245847,Gnpda1|Nagk|Amdhd2,-1.2,Up
GO Biological Processes,19,GO:0006577,amino-acid betaine metabolic process,19_GO:0009987 cellular process,-2.6,11,5.2,21222,18,327,3,0.92,0.53,30805|56752|218865,Slc22a4|Aldh9a1|Chdh,-1.2,Up
Reactome Gene Sets,6,R-MMU-446203,Asparagine N-linked glycosylation,,-2.6,2.7,3.5,21222,262,327,11,3.4,1,12847|19324|20443|21787|50797|56174|56418|74091|238463|245847|269181,Copa|Rab1a|St3gal4|Tfg|Copb2|Nagk|Ykt6|Npl|Tubal3|Amdhd2|Mgat4a,-1.2,Up
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-2.6,3.4,3.7,21222,153,327,8,2.4,0.85,13806|14555|14571|18519|20779|21416|270198|433182,Eno1|Gpd1|Gpd2|Kat2b|Src|Tcf7l2|Pfkfb4|Eno1b,-1.2,Up
WikiPathways,27,WP298,G13 signaling pathway,,-2.6,6.8,4.5,21222,38,327,4,1.2,0.61,12313|18709|52428|544963,Calm1|Pik3r2|Rhpn2|Iqgap2,-1.1,Up
GO Biological Processes,19,GO:0030866,cortical actin cytoskeleton organization,19_GO:0009987 cellular process,-2.6,6.8,4.5,21222,38,327,4,1.2,0.61,13823|22349|102502|544963,Epb41l3|Vil1|Pls1|Iqgap2,-1.1,Up
GO Biological Processes,19,GO:0030010,establishment of cell polarity,19_GO:0009987 cellular process,-2.5,3.3,3.7,21222,155,327,8,2.4,0.85,12695|15183|16800|18479|19157|69581|71619|76123,Patj|Hdac3|Arhgef2|Pak1|Cyth1|Rhou|Arl14|Gpsm2,-1.1,Up
GO Biological Processes,19,GO:1903578,regulation of ATP metabolic process,19_GO:0050789 regulation of biological process,-2.5,4.3,3.9,21222,91,327,6,1.8,0.74,13806|14555|18519|20779|433182|433766,Eno1|Gpd1|Kat2b|Src|Eno1b|Trim63,-1.1,Up
GO Biological Processes,19,GO:0032400,melanosome localization,19_GO:0043473 pigmentation,-2.5,10,5,21222,19,327,3,0.92,0.53,19324|19329|233405,Rab1a|Rab17|Vps33b,-1.1,Up
GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0009987 cellular process,-2.5,3.1,3.6,21222,191,327,9,2.8,0.9,13806|14555|14571|18519|20779|21416|26384|270198|433182,Eno1|Gpd1|Gpd2|Kat2b|Src|Tcf7l2|Gnpda1|Pfkfb4|Eno1b,-1.1,Up
