Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009112,nucleobase metabolic process,19_GO:0009987 cellular process,-3.9,16,7.5,30284,34,225,4,1.8,0.88,353|1890|2766|51727,APRT|TYMP|GMPR|CMPK1,-2.1,down
GO Biological Processes,19,GO:0046824,positive regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-3.9,11,6.6,30284,64,225,5,2.2,0.98,2010|2316|6469|7531|8536,EMD|FLNA|SHH|YWHAE|CAMK1,-2.1,down
Canonical Pathways,11,M34,PID TCR PATHWAY,,-3.9,11,6.6,30284,64,225,5,2.2,0.98,998|2316|3937|5777|10235,CDC42|FLNA|LCP2|PTPN6|RASGRP2,-2.1,down
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-3.9,3.7,4.9,30284,437,225,12,5.3,1.5,1950|3655|3690|3937|4067|5515|5899|7295|8536|10399|11315|51719,EGF|ITGA6|ITGB3|LCP2|LYN|PPP2CA|RALB|TXN|CAMK1|RACK1|PARK7|CAB39,-2.1,down
GO Biological Processes,19,GO:0051099,positive regulation of binding,19_GO:0065007 biological regulation,-3.9,7.9,6.1,30284,102,225,6,2.7,1.1,1950|3416|5515|5899|7122|7295,EGF|IDE|PPP2CA|RALB|CLDN5|TXN,-2.1,down
WikiPathways,27,WP185,Integrin mediated cell adhesion,,-3.9,7.9,6.1,30284,102,225,6,2.7,1.1,998|3611|3655|3674|3690|7094,CDC42|ILK|ITGA6|ITGA2B|ITGB3|TLN1,-2.1,down
Reactome Gene Sets,6,R-HSA-70171,Glycolysis,,-3.9,10,6.5,30284,65,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-2.1,down
GO Biological Processes,19,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.9,10,6.5,30284,65,225,5,2.2,0.98,637|1984|8440|10399|11315,BID|EIF5A|NCK2|RACK1|PARK7,-2.1,down
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-3.9,4.8,5.2,30284,253,225,9,4,1.3,1950|3690|4067|5530|5777|6717|7531|9446|84959,EGF|ITGB3|LYN|PPP3CA|PTPN6|SRI|YWHAE|GSTO1|UBASH3B,-2.1,down
Canonical Pathways,11,M127,PID ERBB1 RECEPTOR PROXIMAL PATHWAY,,-3.9,15,7.4,30284,35,225,4,1.8,0.88,1950|5777|7094|8440,EGF|PTPN6|TLN1|NCK2,-2.1,down
GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.9,15,7.4,30284,35,225,4,1.8,0.88,2876|10131|10399|11315,GPX1|TRAP1|RACK1|PARK7,-2.1,down
GO Biological Processes,19,GO:0098754,detoxification,19_GO:0098754 detoxification,-3.9,6.3,5.6,30284,149,225,7,3.1,1.2,2876|2950|7295|9446|9973|10314|11315,GPX1|GSTP1|TXN|GSTO1|CCS|LANCL1|PARK7,-2.1,down
GO Biological Processes,19,GO:0032984,protein-containing complex disassembly,19_GO:0009987 cellular process,-3.9,6.3,5.6,30284,149,225,7,3.1,1.2,327|3312|7429|11034|51652|84305|643246,APEH|HSPA8|VIL1|DSTN|CHMP3|PYM1|MAP1LC3B2,-2.1,down
WikiPathways,27,WP2882,Nuclear receptors meta pathway,,-3.9,4.3,5.1,30284,314,225,10,4.4,1.4,873|2040|2495|2950|3303|3326|5226|7295|8436|26509,CBR1|STOM|FTH1|GSTP1|HSPA1A|HSP90AB1|PGD|TXN|CAVIN2|MYOF,-2.1,down
GO Biological Processes,19,GO:0007266,Rho protein signal transduction,19_GO:0050896 response to stimulus,-3.9,10,6.5,30284,66,225,5,2.2,0.98,392|396|397|998|10672,ARHGAP1|ARHGDIA|ARHGDIB|CDC42|GNA13,-2.1,down
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-3.9,3.4,4.8,30284,513,225,13,5.8,1.6,239|961|1845|4067|5345|5530|5573|5777|6469|8440|9647|50848|84959,ALOX12|CD47|DUSP3|LYN|SERPINF2|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2|PPM1F|F11R|UBASH3B,-2.1,down
Reactome Gene Sets,6,R-HSA-446353,Cell-extracellular matrix interactions,,-3.9,29,9,30284,14,225,3,1.3,0.76,2318|3611|6251,FLNC|ILK|RSU1,-2.1,down
Reactome Gene Sets,6,R-HSA-3371568,Attenuation phase,,-3.9,29,9,30284,14,225,3,1.3,0.76,3303|3312|3326,HSPA1A|HSPA8|HSP90AB1,-2.1,down
KEGG Pathway,24,hsa00010,Glycolysis / Gluconeogenesis,,-3.8,10,6.4,30284,67,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-2.1,down
GO Biological Processes,19,GO:0110020,regulation of actomyosin structure organization,19_GO:0050789 regulation of biological process,-3.8,7.6,5.9,30284,106,225,6,2.7,1.1,961|998|5216|5345|9647|50848,CD47|CDC42|PFN1|SERPINF2|PPM1F|F11R,-2.1,down
GO Biological Processes,19,GO:1902745,positive regulation of lamellipodium organization,19_GO:0048518 positive regulation of biological process,-3.8,15,7.2,30284,36,225,4,1.8,0.88,998|7429|10096|57175,CDC42|VIL1|ACTR3|CORO1B,-2.1,down
WikiPathways,27,WP536,Calcium regulation in cardiac cells,,-3.8,6.2,5.6,30284,152,225,7,3.1,1.2,2782|5331|5573|7531|7533|7534|8536,GNB1|PLCB3|PRKAR1A|YWHAE|YWHAH|YWHAZ|CAMK1,-2.1,down
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0009987 cellular process,-3.8,3,4.6,30284,666,225,15,6.7,1.7,3416|5700|5701|5715|6451|6500|6921|7317|7318|7329|10015|51652|55432|55968|130617,IDE|PSMC1|PSMC2|PSMD9|SH3BGRL|SKP1|ELOC|UBA1|UBA7|UBE2I|PDCD6IP|CHMP3|YOD1|NSFL1C|ZFAND2B,-2.1,down
KEGG Pathway,24,hsa05205,Proteoglycans in cancer,,-3.8,5.3,5.3,30284,204,225,8,3.6,1.2,998|1975|2316|3690|4478|4659|5777|6469,CDC42|EIF4B|FLNA|ITGB3|MSN|PPP1R12A|PTPN6|SHH,-2.1,down
GO Biological Processes,19,GO:0009135,purine nucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-3.8,9.9,6.4,30284,68,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-2,down
GO Biological Processes,19,GO:0009179,purine ribonucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-3.8,9.9,6.4,30284,68,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-2,down
GO Biological Processes,19,GO:0006417,regulation of translation,19_GO:0050789 regulation of biological process,-3.8,3.6,4.8,30284,451,225,12,5.3,1.5,1975|1984|5036|5315|6301|6451|8440|10131|10399|10605|28969|84305,EIF4B|EIF5A|PA2G4|PKM|SARS1|SH3BGRL|NCK2|TRAP1|RACK1|PAIP1|BZW2|PYM1,-2,down
GO Biological Processes,19,GO:0043393,regulation of protein binding,19_GO:0065007 biological regulation,-3.8,7.5,5.8,30284,108,225,6,2.7,1.1,3416|5515|5899|7122|8536|10399,IDE|PPP2CA|RALB|CLDN5|CAMK1|RACK1,-2,down
Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-3.8,6.1,5.5,30284,154,225,7,3.1,1.2,392|396|397|2010|7879|8997|10672,ARHGAP1|ARHGDIA|ARHGDIB|EMD|RAB7A|KALRN|GNA13,-2,down
Reactome Gene Sets,6,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,,-3.8,15,7.1,30284,37,225,4,1.8,0.88,3303|3312|5700|5701,HSPA1A|HSPA8|PSMC1|PSMC2,-2,down
GO Biological Processes,19,GO:0034110,regulation of homotypic cell-cell adhesion,19_GO:0050789 regulation of biological process,-3.8,15,7.1,30284,37,225,4,1.8,0.88,239|4067|50848|84959,ALOX12|LYN|F11R|UBASH3B,-2,down
Canonical Pathways,11,M121,PID MTOR 4PATHWAY,,-3.8,9.8,6.3,30284,69,225,5,2.2,0.98,1973|1975|7531|7533|7534,EIF4A1|EIF4B|YWHAE|YWHAH|YWHAZ,-2,down
Reactome Gene Sets,6,R-HSA-2682334,EPH-Ephrin signaling,,-3.8,9.8,6.3,30284,69,225,5,2.2,0.98,4627|8440|8997|10093|10096,MYH9|NCK2|KALRN|ARPC4|ACTR3,-2,down
GO Biological Processes,19,GO:0051014,actin filament severing,19_GO:0009987 cellular process,-3.8,27,8.7,30284,15,225,3,1.3,0.76,7429|9535|11034,VIL1|GMFG|DSTN,-2,down
WikiPathways,27,WP2447,Amyotrophic lateral sclerosis ALS,,-3.7,14,7,30284,38,225,4,1.8,0.88,637|2876|5530|9973,BID|GPX1|PPP3CA|CCS,-2,down
Reactome Gene Sets,6,R-HSA-69275,G2/M Transition,,-3.7,6,5.4,30284,157,225,7,3.1,1.2,3326|4659|5700|5701|7531|10383|22919,HSP90AB1|PPP1R12A|PSMC1|PSMC2|YWHAE|TUBB4B|MAPRE1,-2,down
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-3.7,5.1,5.2,30284,210,225,8,3.6,1.2,1950|3416|5515|5899|7122|7295|8536|10399,EGF|IDE|PPP2CA|RALB|CLDN5|TXN|CAMK1|RACK1,-2,down
WikiPathways,27,WP437,EGF EGFR signaling,,-3.7,5.9,5.4,30284,159,225,7,3.1,1.2,998|1950|2060|5037|5899|8440|58513,CDC42|EGF|EPS15|PEBP1|RALB|NCK2|EPS15L1,-2,down
KEGG Pathway,24,hsa05160,Hepatitis C,,-3.7,5.9,5.4,30284,159,225,7,3.1,1.2,637|1950|5515|7122|7531|7533|7534,BID|EGF|PPP2CA|CLDN5|YWHAE|YWHAH|YWHAZ,-2,down
Reactome Gene Sets,6,R-HSA-453274,Mitotic G2-G2/M phases,,-3.7,5.9,5.4,30284,159,225,7,3.1,1.2,3326|4659|5700|5701|7531|10383|22919,HSP90AB1|PPP1R12A|PSMC1|PSMC2|YWHAE|TUBB4B|MAPRE1,-2,down
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.7,3.3,4.6,30284,534,225,13,5.8,1.6,961|998|1890|1950|2316|2876|3674|3690|4627|5345|6469|7534|10672,CD47|CDC42|TYMP|EGF|FLNA|GPX1|ITGA2B|ITGB3|MYH9|SERPINF2|SHH|YWHAZ|GNA13,-2,down
GO Biological Processes,19,GO:0051338,regulation of transferase activity,19_GO:0065007 biological regulation,-3.7,3.5,4.7,30284,464,225,12,5.3,1.5,1845|2950|3690|3937|4067|5515|5899|6500|7329|8536|9647|51719,DUSP3|GSTP1|ITGB3|LCP2|LYN|PPP2CA|RALB|SKP1|UBE2I|CAMK1|PPM1F|CAB39,-2,down
WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis FSGS,,-3.7,9.3,6.1,30284,72,225,5,2.2,0.98,3611|3690|3987|4627|7094,ILK|ITGB3|LIMS1|MYH9|TLN1,-2,down
GO Biological Processes,19,GO:0006090,pyruvate metabolic process,19_GO:0009987 cellular process,-3.7,9.3,6.1,30284,72,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-2,down
Reactome Gene Sets,6,R-HSA-9759194,Nuclear events mediated by NFE2L2,,-3.7,9.3,6.1,30284,72,225,5,2.2,0.98,1950|5226|5700|5701|7295,EGF|PGD|PSMC1|PSMC2|TXN,-2,down
GO Biological Processes,19,GO:1901888,regulation of cell junction assembly,19_GO:0050789 regulation of biological process,-3.7,4.5,5,30284,270,225,9,4,1.3,1845|3987|7094|7122|9647|10672|50848|51517|147381,DUSP3|LIMS1|TLN1|CLDN5|PPM1F|GNA13|F11R|NCKIPSD|CBLN2,-2,down
GO Biological Processes,19,GO:0009166,nucleotide catabolic process,19_GO:0009987 cellular process,-3.7,7.1,5.7,30284,113,225,6,2.7,1.1,1890|2023|5214|5223|5315|7167,TYMP|ENO1|PFKP|PGAM1|PKM|TPI1,-2,down
KEGG Pathway,24,hsa05012,Parkinson disease,,-3.7,4.5,5,30284,271,225,9,4,1.3,5700|5701|5715|7295|7317|7318|10131|10383|11315,PSMC1|PSMC2|PSMD9|TXN|UBA1|UBA7|TRAP1|TUBB4B|PARK7,-2,down
GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0009987 cellular process,-3.7,4,4.8,30284,333,225,10,4.4,1.4,1890|2023|3303|5214|5223|5315|6921|6923|7167|84305,TYMP|ENO1|HSPA1A|PFKP|PGAM1|PKM|ELOC|ELOB|TPI1|PYM1,-1.9,down
GO Biological Processes,19,GO:1901298,regulation of hydrogen peroxide-mediated programmed cell death,19_GO:0050896 response to stimulus,-3.7,25,8.4,30284,16,225,3,1.3,0.76,10131|10399|11315,TRAP1|RACK1|PARK7,-1.9,down
GO Biological Processes,19,GO:0045732,positive regulation of protein catabolic process,19_GO:0048518 positive regulation of biological process,-3.7,5,5.1,30284,214,225,8,3.6,1.2,3303|3416|4478|5700|5701|6923|7879|10399,HSPA1A|IDE|MSN|PSMC1|PSMC2|ELOB|RAB7A|RACK1,-1.9,down
Reactome Gene Sets,6,R-HSA-8854214,TBC/RABGAPs,,-3.7,13,6.8,30284,40,225,4,1.8,0.88,5878|7879|8766|51560,RAB5C|RAB7A|RAB11A|RAB6B,-1.9,down
Canonical Pathways,11,M41,PID ER NONGENOMIC PATHWAY,,-3.7,13,6.8,30284,40,225,4,1.8,0.88,2782|4478|5331|10672,GNB1|MSN|PLCB3|GNA13,-1.9,down
GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,19_GO:0050789 regulation of biological process,-3.7,4.4,4.9,30284,273,225,9,4,1.3,637|1265|2950|4067|5530|5573|5777|6469|8440,BID|CNN2|GSTP1|LYN|PPP3CA|PRKAR1A|PTPN6|SHH|NCK2,-1.9,down
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-3.6,5,5.1,30284,216,225,8,3.6,1.2,637|998|3303|3312|3326|4067|5331|5530,BID|CDC42|HSPA1A|HSPA8|HSP90AB1|LYN|PLCB3|PPP3CA,-1.9,down
WikiPathways,27,WP4352,Ciliary landscape,,-3.6,5,5.1,30284,216,225,8,3.6,1.2,396|2040|4637|5899|10726|23011|30845|51552,ARHGDIA|STOM|MYL6|RALB|NUDC|RAB21|EHD3|RAB14,-1.9,down
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-3.6,7,5.6,30284,115,225,6,2.7,1.1,1973|3303|3312|7318|7329|10383,EIF4A1|HSPA1A|HSPA8|UBA7|UBE2I|TUBB4B,-1.9,down
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-3.6,2.9,4.4,30284,694,225,15,6.7,1.7,961|998|1890|1950|2316|2876|3611|3674|3690|4627|5216|5345|6469|7534|10672,CD47|CDC42|TYMP|EGF|FLNA|GPX1|ILK|ITGA2B|ITGB3|MYH9|PFN1|SERPINF2|SHH|YWHAZ|GNA13,-1.9,down
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-3.6,7,5.6,30284,116,225,6,2.7,1.1,5700|5701|7531|7533|7534|10059,PSMC1|PSMC2|YWHAE|YWHAH|YWHAZ|DNM1L,-1.9,down
Canonical Pathways,11,M214,PID ERBB1 INTERNALIZATION PATHWAY,,-3.6,13,6.7,30284,41,225,4,1.8,0.88,998|1950|2060|51652,CDC42|EGF|EPS15|CHMP3,-1.9,down
Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,,-3.6,9,6,30284,75,225,5,2.2,0.98,4900|5573|8536|9647|10383,NRGN|PRKAR1A|CAMK1|PPM1F|TUBB4B,-1.9,down
GO Biological Processes,19,GO:0061077,chaperone-mediated protein folding,19_GO:0009987 cellular process,-3.6,9,6,30284,75,225,5,2.2,0.98,3303|3312|3326|7203|10131,HSPA1A|HSPA8|HSP90AB1|CCT3|TRAP1,-1.9,down
GO Biological Processes,19,GO:2001236,regulation of extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.6,5.7,5.2,30284,165,225,7,3.1,1.2,637|2876|2923|2950|3303|3655|11315,BID|GPX1|PDIA3|GSTP1|HSPA1A|ITGA6|PARK7,-1.9,down
WikiPathways,27,WP1946,Cori cycle,,-3.6,24,8.1,30284,17,225,3,1.3,0.76,5214|5223|7167,PFKP|PGAM1|TPI1,-1.9,down
Reactome Gene Sets,6,R-HSA-8856828,Clathrin-mediated endocytosis,,-3.6,6.8,5.5,30284,118,225,6,2.7,1.1,1950|3312|5878|10093|10096|58513,EGF|HSPA8|RAB5C|ARPC4|ACTR3|EPS15L1,-1.9,down
Reactome Gene Sets,6,R-HSA-70326,Glucose metabolism,,-3.6,8.9,5.9,30284,76,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-1.9,down
GO Biological Processes,19,GO:0045806,negative regulation of endocytosis,19_GO:0051179 localization,-3.6,8.9,5.9,30284,76,225,5,2.2,0.98,961|1265|3690|10399|26060,CD47|CNN2|ITGB3|RACK1|APPL1,-1.9,down
KEGG Pathway,24,hsa04216,Ferroptosis,,-3.6,13,6.6,30284,42,225,4,1.8,0.88,2495|5093|6520|643246,FTH1|PCBP1|SLC3A2|MAP1LC3B2,-1.9,down
GO Biological Processes,19,GO:1902904,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-3.6,5.6,5.2,30284,168,225,7,3.1,1.2,3312|5216|7429|9535|22919|50848|57175,HSPA8|PFN1|VIL1|GMFG|MAPRE1|F11R|CORO1B,-1.9,down
GO Biological Processes,19,GO:0007051,spindle organization,19_GO:0009987 cellular process,-3.5,5.6,5.2,30284,169,225,7,3.1,1.2,2316|3611|4627|8766|10726|22919|51119,FLNA|ILK|MYH9|RAB11A|NUDC|MAPRE1|SBDS,-1.8,down
Canonical Pathways,11,M238,PID THROMBIN PAR1 PATHWAY,,-3.5,13,6.5,30284,43,225,4,1.8,0.88,396|2782|5331|10672,ARHGDIA|GNB1|PLCB3|GNA13,-1.8,down
Canonical Pathways,11,M53,PID INTEGRIN3 PATHWAY,,-3.5,13,6.5,30284,43,225,4,1.8,0.88,961|3674|3690|50848,CD47|ITGA2B|ITGB3|F11R,-1.8,down
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.5,3.1,4.4,30284,556,225,13,5.8,1.6,961|998|1890|1950|2316|2876|3674|3690|4627|5345|6469|7534|10672,CD47|CDC42|TYMP|EGF|FLNA|GPX1|ITGA2B|ITGB3|MYH9|SERPINF2|SHH|YWHAZ|GNA13,-1.8,down
KEGG Pathway,24,hsa04141,Protein processing in endoplasmic reticulum,,-3.5,5.5,5.1,30284,170,225,7,3.1,1.2,2923|3303|3312|3326|6500|55432|55968,PDIA3|HSPA1A|HSPA8|HSP90AB1|SKP1|YOD1|NSFL1C,-1.8,down
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.5,3.6,4.6,30284,414,225,11,4.9,1.4,1950|3690|3937|4067|5515|5899|7295|8536|10399|11315|51719,EGF|ITGB3|LCP2|LYN|PPP2CA|RALB|TXN|CAMK1|RACK1|PARK7|CAB39,-1.8,down
GO Biological Processes,19,GO:0032456,endocytic recycling,19_GO:0051179 localization,-3.5,8.6,5.8,30284,78,225,5,2.2,0.98,2060|7879|8766|30845|51552,EPS15|RAB7A|RAB11A|EHD3|RAB14,-1.8,down
Reactome Gene Sets,6,R-HSA-114452,Activation of BH3-only proteins,,-3.5,22,7.9,30284,18,225,3,1.3,0.76,7531|7533|7534,YWHAE|YWHAH|YWHAZ,-1.8,down
Reactome Gene Sets,6,R-HSA-354192,Integrin signaling,,-3.5,22,7.9,30284,18,225,3,1.3,0.76,3690|7094|10235,ITGB3|TLN1|RASGRP2,-1.8,down
KEGG Pathway,24,hsa04660,T cell receptor signaling pathway,,-3.5,6.6,5.4,30284,122,225,6,2.7,1.1,998|3937|5515|5530|5777|8440,CDC42|LCP2|PPP2CA|PPP3CA|PTPN6|NCK2,-1.8,down
GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-3.5,5.5,5.1,30284,172,225,7,3.1,1.2,1950|3303|3326|6469|6923|10399|11315,EGF|HSPA1A|HSP90AB1|SHH|ELOB|RACK1|PARK7,-1.8,down
KEGG Pathway,24,hsa04962,Vasopressin-regulated water reabsorption,,-3.5,12,6.5,30284,44,225,4,1.8,0.88,396|397|5878|8766,ARHGDIA|ARHGDIB|RAB5C|RAB11A,-1.8,down
WikiPathways,27,WP5085,Vasopressin regulated water reabsorption,,-3.5,12,6.5,30284,44,225,4,1.8,0.88,396|397|5878|8766,ARHGDIA|ARHGDIB|RAB5C|RAB11A,-1.8,down
GO Biological Processes,19,GO:0140694,membraneless organelle assembly,19_GO:0009987 cellular process,-3.5,3.8,4.6,30284,352,225,10,4.4,1.4,1465|2316|2318|5573|7429|8766|22919|27258|51119|51411,CSRP1|FLNA|FLNC|PRKAR1A|VIL1|RAB11A|MAPRE1|LSM3|SBDS|BIN2,-1.8,down
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-3.5,3.1,4.4,30284,564,225,13,5.8,1.6,1265|1845|2876|3312|4067|5573|5777|6469|7531|7534|26060|81559|84959,CNN2|DUSP3|GPX1|HSPA8|LYN|PRKAR1A|PTPN6|SHH|YWHAE|YWHAZ|APPL1|TRIM11|UBASH3B,-1.8,down
Reactome Gene Sets,6,R-HSA-8980692,RHOA GTPase cycle,,-3.5,6.5,5.3,30284,124,225,6,2.7,1.1,392|396|397|2040|6793|8997,ARHGAP1|ARHGDIA|ARHGDIB|STOM|STK10|KALRN,-1.8,down
GO Biological Processes,19,GO:0032092,positive regulation of protein binding,19_GO:0065007 biological regulation,-3.5,12,6.4,30284,45,225,4,1.8,0.88,3416|5515|5899|7122,IDE|PPP2CA|RALB|CLDN5,-1.8,down
Reactome Gene Sets,6,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,,-3.5,12,6.4,30284,45,225,4,1.8,0.88,3326|4627|10093|10096,HSP90AB1|MYH9|ARPC4|ACTR3,-1.8,down
Canonical Pathways,11,M12,PID RHOA PATHWAY,,-3.5,12,6.4,30284,45,225,4,1.8,0.88,998|4478|4659|7094,CDC42|MSN|PPP1R12A|TLN1,-1.8,down
Canonical Pathways,11,M5193,SIG CHEMOTAXIS,,-3.5,12,6.4,30284,45,225,4,1.8,0.88,392|998|2665|10096,ARHGAP1|CDC42|GDI2|ACTR3,-1.8,down
KEGG Pathway,24,hsa04612,Antigen processing and presentation,,-3.5,8.3,5.7,30284,81,225,5,2.2,0.98,2923|3303|3312|3326|5720,PDIA3|HSPA1A|HSPA8|HSP90AB1|PSME1,-1.8,down
GO Biological Processes,19,GO:0009154,purine ribonucleotide catabolic process,19_GO:0009987 cellular process,-3.5,8.3,5.7,30284,81,225,5,2.2,0.98,2023|5214|5223|5315|7167,ENO1|PFKP|PGAM1|PKM|TPI1,-1.8,down
Canonical Pathways,11,M180,PID HIF1A PATHWAY,,-3.4,21,7.6,30284,19,225,3,1.3,0.76,6921|6923|10399,ELOC|ELOB|RACK1,-1.8,down
GO Biological Processes,19,GO:2000641,regulation of early endosome to late endosome transport,19_GO:0051179 localization,-3.4,21,7.6,30284,19,225,3,1.3,0.76,4478|23011|51652,MSN|RAB21|CHMP3,-1.8,down
KEGG Pathway,24,hsa03050,Proteasome,,-3.4,12,6.3,30284,46,225,4,1.8,0.88,5700|5701|5715|5720,PSMC1|PSMC2|PSMD9|PSME1,-1.8,down
Reactome Gene Sets,6,R-HSA-9824443,Parasitic Infection Pathways,,-3.4,6.4,5.2,30284,127,225,6,2.7,1.1,3326|4627|5573|7295|10093|10096,HSP90AB1|MYH9|PRKAR1A|TXN|ARPC4|ACTR3,-1.7,down
Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-3.4,6.4,5.2,30284,127,225,6,2.7,1.1,3326|4627|5573|7295|10093|10096,HSP90AB1|MYH9|PRKAR1A|TXN|ARPC4|ACTR3,-1.7,down
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-3.4,2.9,4.2,30284,651,225,14,6.2,1.6,1265|1845|1973|3303|3312|4478|5700|5701|6813|7318|7329|7534|9446|10383,CNN2|DUSP3|EIF4A1|HSPA1A|HSPA8|MSN|PSMC1|PSMC2|STXBP2|UBA7|UBE2I|YWHAZ|GSTO1|TUBB4B,-1.7,down
Reactome Gene Sets,6,R-HSA-9013148,CDC42 GTPase cycle,,-3.4,6.3,5.2,30284,128,225,6,2.7,1.1,392|396|397|2040|7879|10672,ARHGAP1|ARHGDIA|ARHGDIB|STOM|RAB7A|GNA13,-1.7,down
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,19_GO:0040011 locomotion,-3.4,4.6,4.8,30284,236,225,8,3.6,1.2,961|1265|3674|3690|4067|4478|6793|10059,CD47|CNN2|ITGA2B|ITGB3|LYN|MSN|STK10|DNM1L,-1.7,down
GO Biological Processes,19,GO:0071763,nuclear membrane organization,19_GO:0009987 cellular process,-3.4,11,6.2,30284,47,225,4,1.8,0.88,2010|7329|51652|55968,EMD|UBE2I|CHMP3|NSFL1C,-1.7,down
Canonical Pathways,11,M87,PID LKB1 PATHWAY,,-3.4,11,6.2,30284,47,225,4,1.8,0.88,7531|7533|7534|51719,YWHAE|YWHAH|YWHAZ|CAB39,-1.7,down
GO Biological Processes,19,GO:0043651,linoleic acid metabolic process,19_GO:0009987 cellular process,-3.4,20,7.4,30284,20,225,3,1.3,0.76,239|242|2950,ALOX12|ALOX12B|GSTP1,-1.7,down
GO Biological Processes,19,GO:0007398,ectoderm development,19_GO:0032502 developmental process,-3.4,20,7.4,30284,20,225,3,1.3,0.76,3655|3854|6469,ITGA6|KRT6B|SHH,-1.7,down
GO Biological Processes,19,GO:0046827,positive regulation of protein export from nucleus,19_GO:0051179 localization,-3.4,20,7.4,30284,20,225,3,1.3,0.76,2010|7531|8536,EMD|YWHAE|CAMK1,-1.7,down
KEGG Pathway,24,hsa01232,Nucleotide metabolism,,-3.4,7.9,5.5,30284,85,225,5,2.2,0.98,271|353|1890|2766|51727,AMPD2|APRT|TYMP|GMPR|CMPK1,-1.7,down
WikiPathways,27,WP5424,Omega 6 fatty acids in senescence,,-3.3,11,6.1,30284,48,225,4,1.8,0.88,239|873|2876|2950,ALOX12|CBR1|GPX1|GSTP1,-1.7,down
GO Biological Processes,19,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.3,11,6.1,30284,48,225,4,1.8,0.88,2876|10131|10399|11315,GPX1|TRAP1|RACK1|PARK7,-1.7,down
GO Biological Processes,19,GO:0010634,positive regulation of epithelial cell migration,19_GO:0040011 locomotion,-3.3,11,6.1,30284,48,225,4,1.8,0.88,5216|7429|8766|9647,PFN1|VIL1|RAB11A|PPM1F,-1.7,down
