Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-11,8.4,11,30284,655,94,17,18,4,182|1075|2214|2215|2267|3329|6774|6850|9214|28472|28773|28822|28875|28877|28912|80380|83953,JAG1|CTSC|FCGR3A|FCGR3B|FGL1|HSPD1|STAT3|SYK|FCMR|IGHV1-8|IGLV9-49|IGLV1-47|IGKV3D-15|IGKV3D-7|IGKV3-20|PDCD1LG2|FCAMR,-7.3,up
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-11,10,11,30284,474,94,15,16,3.8,182|1075|1401|1675|1991|2214|2215|3329|5817|6774|6850|9214|10417|11027|28472,JAG1|CTSC|CRP|CFD|ELANE|FCGR3A|FCGR3B|HSPD1|PVR|STAT3|SYK|FCMR|SPON2|LILRA2|IGHV1-8,-7.3,up
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-11,8.9,11,30284,577,94,16,17,3.9,2|558|1116|1393|1401|1991|2214|2215|3339|3700|6359|6362|6376|6774|6850|84695,A2M|AXL|CHI3L1|CRHBP|CRP|ELANE|FCGR3A|FCGR3B|HSPG2|ITIH4|CCL15|CCL18|CX3CL1|STAT3|SYK|LOXL3,-7.2,up
Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-9,9.6,10,30284,435,94,13,14,3.6,966|1075|1675|1778|1991|2215|4125|5645|6590|6709|8635|10577|126014,CD59|CTSC|CFD|DYNC1H1|ELANE|FCGR3B|MAN2B1|PRSS2|SLPI|SPTAN1|RNASET2|NPC2|OSCAR,-6.1,up
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-9,13,11,30284,275,94,11,12,3.3,633|1842|2192|2267|3339|3487|3909|8425|10417|83872|170392,BGN|ECM2|FBLN1|FGL1|HSPG2|IGFBP4|LAMA3|LTBP4|SPON2|HMCN1|OIT3,-6.1,up
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-8.6,12,11,30284,299,94,11,12,3.3,182|1075|1991|2214|2215|3329|5817|6850|9214|10417|28472,JAG1|CTSC|ELANE|FCGR3A|FCGR3B|HSPD1|PVR|SYK|FCMR|SPON2|IGHV1-8,-5.8,up
Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-8,6.4,8.4,30284,751,94,15,16,3.8,2|1075|1393|1991|3263|3700|5645|6359|6362|6376|6590|11167|23654|84695|135228,A2M|CTSC|CRHBP|ELANE|HPX|ITIH4|PRSS2|CCL15|CCL18|CX3CL1|SLPI|FSTL1|PLXNB2|LOXL3|CD109,-5.3,up
Canonical Pathways,11,M3008,NABA ECM GLYCOPROTEINS,,-8,15,11,30284,196,94,9,9.6,3,1842|2192|2267|3487|3909|8425|10417|83872|170392,ECM2|FBLN1|FGL1|IGFBP4|LAMA3|LTBP4|SPON2|HMCN1|OIT3,-5.3,up
GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-7.7,11,9.8,30284,282,94,10,11,3.2,1675|1991|5645|6359|6362|6376|6590|9214|10417|28912,CFD|ELANE|PRSS2|CCL15|CCL18|CX3CL1|SLPI|FCMR|SPON2|IGKV3-20,-5.1,up
GO Biological Processes,19,GO:0019730,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.1,15,10,30284,174,94,8,8.5,2.9,1991|5645|6359|6362|6376|6590|10417|28912,ELANE|PRSS2|CCL15|CCL18|CX3CL1|SLPI|SPON2|IGKV3-20,-4.6,up
GO Biological Processes,19,GO:0002526,acute inflammatory response,19_GO:0050896 response to stimulus,-7,26,12,30284,73,94,6,6.4,2.5,2|1401|1991|2214|2215|3700,A2M|CRP|ELANE|FCGR3A|FCGR3B|ITIH4,-4.4,up
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-6.7,6.9,7.8,30284,564,94,12,13,3.4,2|558|966|2267|5591|5621|5817|6376|6850|11027|80380|84695,A2M|AXL|CD59|FGL1|PRKDC|PRNP|PVR|CX3CL1|SYK|LILRA2|PDCD1LG2|LOXL3,-4.3,up
GO Biological Processes,19,GO:0002438,acute inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-6.6,72,17,30284,18,94,4,4.3,2.1,2|1991|2214|2215,A2M|ELANE|FCGR3A|FCGR3B,-4.2,up
WikiPathways,27,WP2806,Complement system,,-6.3,20,11,30284,95,94,6,6.4,2.5,966|1401|1675|1991|2214|5621,CD59|CRP|CFD|ELANE|FCGR3A|PRNP,-3.9,up
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0048519 negative regulation of biological process,-6.2,9.3,8.2,30284,312,94,9,9.6,3,182|2192|2267|3339|5621|6376|23654|80380|84695,JAG1|FBLN1|FGL1|HSPG2|PRNP|CX3CL1|PLXNB2|PDCD1LG2|LOXL3,-3.9,up
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0032501 multicellular organismal process,-6.2,6.9,7.5,30284,514,94,11,12,3.3,1116|1991|2214|2324|3329|6376|6398|6774|6850|10417|11027,CHI3L1|ELANE|FCGR3A|FLT4|HSPD1|CX3CL1|SECTM1|STAT3|SYK|SPON2|LILRA2,-3.9,up
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-6.2,7.8,7.8,30284,414,94,10,11,3.2,2|558|966|3263|3329|5817|6398|6850|10417|84695,A2M|AXL|CD59|HPX|HSPD1|PVR|SECTM1|SYK|SPON2|LOXL3,-3.8,up
Canonical Pathways,11,M3468,NABA ECM REGULATORS,,-6.1,11,8.5,30284,238,94,8,8.5,2.9,2|1075|1991|3700|5645|6590|84695|135228,A2M|CTSC|ELANE|ITIH4|PRSS2|SLPI|LOXL3|CD109,-3.8,up
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-6.1,5.9,7.1,30284,653,94,12,13,3.4,558|1075|2214|2267|3329|5591|5621|6376|6850|11027|80380|84695,AXL|CTSC|FCGR3A|FGL1|HSPD1|PRKDC|PRNP|CX3CL1|SYK|LILRA2|PDCD1LG2|LOXL3,-3.7,up
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-6,11,8.4,30284,243,94,8,8.5,2.9,182|1075|2214|2215|3329|5817|9214|28472,JAG1|CTSC|FCGR3A|FCGR3B|HSPD1|PVR|FCMR|IGHV1-8,-3.7,up
Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-6,18,10,30284,105,94,6,6.4,2.5,2|1675|3700|10447|29106|135228,A2M|CFD|ITIH4|FAM3C|SCG3|CD109,-3.7,up
GO Biological Processes,19,GO:0032677,regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-6,18,10,30284,105,94,6,6.4,2.5,1116|1401|1991|6774|6850|11027,CHI3L1|CRP|ELANE|STAT3|SYK|LILRA2,-3.7,up
GO Biological Processes,19,GO:0045087,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6,5.3,6.8,30284,791,94,13,14,3.6,558|1401|1675|2214|3263|5591|5817|6590|6850|8635|8685|10417|11027,AXL|CRP|CFD|FCGR3A|HPX|PRKDC|PVR|SLPI|SYK|RNASET2|MARCO|SPON2|LILRA2,-3.7,up
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-6,10,8.3,30284,248,94,8,8.5,2.9,182|1075|2214|2215|3329|6774|9214|28472,JAG1|CTSC|FCGR3A|FCGR3B|HSPD1|STAT3|FCMR|IGHV1-8,-3.7,up
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-5.9,18,9.7,30284,110,94,6,6.4,2.5,2|1675|3700|10447|29106|135228,A2M|CFD|ITIH4|FAM3C|SCG3|CD109,-3.6,up
GO Biological Processes,19,GO:0030311,poly-N-acetyllactosamine biosynthetic process,19_GO:0009987 cellular process,-5.8,1.20E+02,19,30284,8,94,3,3.2,1.8,84752|93010|374907,B3GNT9|B3GNT7|B3GNT8,-3.6,up
GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-5.7,25,11,30284,65,94,5,5.3,2.3,1116|1991|6774|6850|11027,CHI3L1|ELANE|STAT3|SYK|LILRA2,-3.5,up
GO Biological Processes,19,GO:0032680,regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-5.6,12,8.4,30284,191,94,7,7.4,2.7,558|2214|6376|6774|6850|10417|11027,AXL|FCGR3A|CX3CL1|STAT3|SYK|SPON2|LILRA2,-3.4,up
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-5.6,6,6.8,30284,593,94,11,12,3.3,558|1075|2214|2267|3329|5591|5621|6376|6850|80380|84695,AXL|CTSC|FCGR3A|FGL1|HSPD1|PRKDC|PRNP|CX3CL1|SYK|PDCD1LG2|LOXL3,-3.4,up
GO Biological Processes,19,GO:0030309,poly-N-acetyllactosamine metabolic process,19_GO:0009987 cellular process,-5.6,1.10E+02,18,30284,9,94,3,3.2,1.8,84752|93010|374907,B3GNT9|B3GNT7|B3GNT8,-3.4,up
GO Biological Processes,19,GO:0002444,myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-5.6,23,10,30284,70,94,5,5.3,2.3,1991|2214|2215|6850|10417,ELANE|FCGR3A|FCGR3B|SYK|SPON2,-3.4,up
GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-5.6,12,8.2,30284,196,94,7,7.4,2.7,558|2214|6376|6774|6850|10417|11027,AXL|FCGR3A|CX3CL1|STAT3|SYK|SPON2|LILRA2,-3.4,up
GO Biological Processes,19,GO:0001909,leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-5.4,21,9.8,30284,76,94,5,5.3,2.3,1075|1991|2214|2215|5817,CTSC|ELANE|FCGR3A|FCGR3B|PVR,-3.2,up
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-5.3,6.3,6.7,30284,513,94,10,11,3.2,182|1991|2267|3169|3329|5621|6376|6850|80380|84695,JAG1|ELANE|FGL1|FOXA1|HSPD1|PRNP|CX3CL1|SYK|PDCD1LG2|LOXL3,-3.2,up
GO Biological Processes,19,GO:0002437,inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-5.2,34,11,30284,38,94,4,4.3,2.1,2|1991|2214|2215,A2M|ELANE|FCGR3A|FCGR3B,-3.1,up
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-5.2,4.9,6.2,30284,787,94,12,13,3.4,558|1116|1393|2324|3263|3329|6359|6362|6376|6774|6850|11027,AXL|CHI3L1|CRHBP|FLT4|HPX|HSPD1|CCL15|CCL18|CX3CL1|STAT3|SYK|LILRA2,-3.1,up
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-5.1,6.7,6.7,30284,431,94,9,9.6,3,558|2324|3263|6359|6362|6376|6774|6850|11027,AXL|FLT4|HPX|CCL15|CCL18|CX3CL1|STAT3|SYK|LILRA2,-3,up
Reactome Gene Sets,6,R-HSA-166658,Complement cascade,,-4.8,27,10,30284,48,94,4,4.3,2.1,966|1401|1675|1991,CD59|CRP|CFD|ELANE,-2.8,up
GO Biological Processes,19,GO:0032755,positive regulation of interleukin-6 production,19_GO:0032501 multicellular organismal process,-4.8,16,8.4,30284,102,94,5,5.3,2.3,3329|6774|6850|10417|11027,HSPD1|STAT3|SYK|SPON2|LILRA2,-2.7,up
GO Biological Processes,19,GO:0032675,regulation of interleukin-6 production,19_GO:0032501 multicellular organismal process,-4.7,11,7.4,30284,177,94,6,6.4,2.5,3329|6376|6774|6850|10417|11027,HSPD1|CX3CL1|STAT3|SYK|SPON2|LILRA2,-2.7,up
GO Biological Processes,19,GO:0001906,cell killing,19_GO:0009987 cellular process,-4.7,11,7.3,30284,179,94,6,6.4,2.5,1075|1991|2214|2215|5817|6362,CTSC|ELANE|FCGR3A|FCGR3B|PVR|CCL18,-2.7,up
GO Biological Processes,19,GO:0032760,positive regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-4.6,15,8,30284,110,94,5,5.3,2.3,2214|6774|6850|10417|11027,FCGR3A|STAT3|SYK|SPON2|LILRA2,-2.6,up
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-4.6,5.8,6,30284,499,94,9,9.6,3,1842|1991|2192|3169|3329|5645|6376|6850|80380,ECM2|ELANE|FBLN1|FOXA1|HSPD1|PRSS2|CX3CL1|SYK|PDCD1LG2,-2.6,up
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-4.6,8.1,6.6,30284,280,94,7,7.4,2.7,1842|1991|2192|5645|8425|83872|84695,ECM2|ELANE|FBLN1|PRSS2|LTBP4|HMCN1|LOXL3,-2.6,up
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-4.5,8,6.6,30284,281,94,7,7.4,2.7,2|633|1991|3909|5645|8425|84695,A2M|BGN|ELANE|LAMA3|PRSS2|LTBP4|LOXL3,-2.6,up
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-4.5,8,6.6,30284,281,94,7,7.4,2.7,1842|1991|2192|5645|8425|83872|84695,ECM2|ELANE|FBLN1|PRSS2|LTBP4|HMCN1|LOXL3,-2.6,up
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-4.5,8,6.6,30284,282,94,7,7.4,2.7,1842|1991|2192|5645|8425|83872|84695,ECM2|ELANE|FBLN1|PRSS2|LTBP4|HMCN1|LOXL3,-2.6,up
GO Biological Processes,19,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,19_GO:0032501 multicellular organismal process,-4.5,14,7.8,30284,114,94,5,5.3,2.3,2214|6774|6850|10417|11027,FCGR3A|STAT3|SYK|SPON2|LILRA2,-2.6,up
GO Biological Processes,19,GO:0006022,aminoglycan metabolic process,19_GO:0009987 cellular process,-4.5,14,7.8,30284,115,94,5,5.3,2.3,1116|3700|84752|93010|374907,CHI3L1|ITIH4|B3GNT9|B3GNT7|B3GNT8,-2.6,up
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0032501 multicellular organismal process,-4.5,6.6,6.2,30284,392,94,8,8.5,2.9,558|1075|2214|3329|5591|6850|11027|80380,AXL|CTSC|FCGR3A|HSPD1|PRKDC|SYK|LILRA2|PDCD1LG2,-2.6,up
GO Biological Processes,19,GO:0038093,Fc receptor signaling pathway,19_GO:0002376 immune system process,-4.5,22,8.9,30284,59,94,4,4.3,2.1,2214|2215|6850|9214,FCGR3A|FCGR3B|SYK|FCMR,-2.5,up
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-4.4,5.6,5.9,30284,521,94,9,9.6,3,558|2214|2267|3329|5591|5621|6850|80380|84695,AXL|FCGR3A|FGL1|HSPD1|PRKDC|PRNP|SYK|PDCD1LG2|LOXL3,-2.5,up
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-4.4,6.3,6,30284,409,94,8,8.5,2.9,182|2324|3339|5591|6690|6774|126695|135228,JAG1|FLT4|HSPG2|PRKDC|SPINK1|STAT3|KDF1|CD109,-2.5,up
GO Biological Processes,19,GO:0038065,collagen-activated signaling pathway,19_GO:0050896 response to stimulus,-4.4,21,8.7,30284,62,94,4,4.3,2.1,558|2324|6850|126014,AXL|FLT4|SYK|OSCAR,-2.5,up
GO Biological Processes,19,GO:0002695,negative regulation of leukocyte activation,19_GO:0002376 immune system process,-4.4,9.5,6.8,30284,204,94,6,6.4,2.5,558|2267|5621|6376|80380|84695,AXL|FGL1|PRNP|CX3CL1|PDCD1LG2|LOXL3,-2.5,up
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-4.4,5.4,5.8,30284,535,94,9,9.6,3,2|1675|2734|3700|10447|29106|83953|90952|135228,A2M|CFD|GLG1|ITIH4|FAM3C|SCG3|FCAMR|ESAM|CD109,-2.4,up
GO Biological Processes,19,GO:0032653,regulation of interleukin-10 production,19_GO:0032501 multicellular organismal process,-4.3,20,8.4,30284,66,94,4,4.3,2.1,3329|6774|6850|80380,HSPD1|STAT3|SYK|PDCD1LG2,-2.4,up
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-4.3,9.1,6.6,30284,213,94,6,6.4,2.5,2|1675|3700|10447|29106|135228,A2M|CFD|ITIH4|FAM3C|SCG3|CD109,-2.4,up
GO Biological Processes,19,GO:0002698,negative regulation of immune effector process,19_GO:0002376 immune system process,-4.2,12,7.1,30284,134,94,5,5.3,2.3,2|558|966|5817|84695,A2M|AXL|CD59|PVR|LOXL3,-2.3,up
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-4.1,5.8,5.7,30284,445,94,8,8.5,2.9,2|1991|5817|6376|6774|6850|11027|135228,A2M|ELANE|PVR|CX3CL1|STAT3|SYK|LILRA2|CD109,-2.3,up
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,19_GO:0048519 negative regulation of biological process,-4.1,8.5,6.3,30284,227,94,6,6.4,2.5,558|2267|5621|6376|80380|84695,AXL|FGL1|PRNP|CX3CL1|PDCD1LG2|LOXL3,-2.3,up
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-4.1,5.7,5.6,30284,449,94,8,8.5,2.9,1075|3263|3329|5591|5817|6376|6850|11027,CTSC|HPX|HSPD1|PRKDC|PVR|CX3CL1|SYK|LILRA2,-2.3,up
GO Biological Processes,19,GO:0019731,antibacterial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.1,18,7.9,30284,73,94,4,4.3,2.1,1991|6590|10417|28912,ELANE|SLPI|SPON2|IGKV3-20,-2.3,up
KEGG Pathway,24,hsa04380,Osteoclast differentiation,,-4.1,11,6.9,30284,143,94,5,5.3,2.3,2214|2215|6850|11027|126014,FCGR3A|FCGR3B|SYK|LILRA2|OSCAR,-2.2,up
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.1,4.4,5.2,30284,726,94,10,11,3.2,558|1401|1675|1991|6590|6850|10417|28912|80380|83872,AXL|CRP|CFD|ELANE|SLPI|SYK|SPON2|IGKV3-20|PDCD1LG2|HMCN1,-2.2,up
GO Biological Processes,19,GO:2000647,negative regulation of stem cell proliferation,19_GO:0048519 negative regulation of biological process,-4,35,9.9,30284,28,94,3,3.2,1.8,2192|126695|135228,FBLN1|KDF1|CD109,-2.2,up
GO Biological Processes,19,GO:0045321,leukocyte activation,19_GO:0002376 immune system process,-3.8,4.6,5.1,30284,626,94,9,9.6,3,558|2214|3329|5591|6376|6774|6850|8935|11027,AXL|FCGR3A|HSPD1|PRKDC|CX3CL1|STAT3|SYK|SKAP2|LILRA2,-2.1,up
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-3.8,6.1,5.5,30284,372,94,7,7.4,2.7,558|1075|2214|3329|5591|6850|80380,AXL|CTSC|FCGR3A|HSPD1|PRKDC|SYK|PDCD1LG2,-2,up
GO Biological Processes,19,GO:0016064,immunoglobulin mediated immune response,19_GO:0002376 immune system process,-3.8,9.8,6.3,30284,165,94,5,5.3,2.3,2214|2215|3329|9214|28472,FCGR3A|FCGR3B|HSPD1|FCMR|IGHV1-8,-2,up
GO Biological Processes,19,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,19_GO:0009987 cellular process,-3.7,9.6,6.2,30284,168,94,5,5.3,2.3,5817|23654|27253|83872|90952,PVR|PLXNB2|PCDH17|HMCN1|ESAM,-2,up
GO Biological Processes,19,GO:0038094,Fc-gamma receptor signaling pathway,19_GO:0002376 immune system process,-3.7,27,8.7,30284,36,94,3,3.2,1.8,2214|2215|6850,FCGR3A|FCGR3B|SYK,-2,up
GO Biological Processes,19,GO:0019724,B cell mediated immunity,19_GO:0002376 immune system process,-3.7,9.5,6.2,30284,170,94,5,5.3,2.3,2214|2215|3329|9214|28472,FCGR3A|FCGR3B|HSPD1|FCMR|IGHV1-8,-2,up
GO Biological Processes,19,GO:0006898,receptor-mediated endocytosis,19_GO:0051179 localization,-3.7,9.4,6.2,30284,171,94,5,5.3,2.3,3339|6850|8685|9214|23654,HSPG2|SYK|MARCO|FCMR|PLXNB2,-2,up
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-3.7,7.2,5.7,30284,270,94,6,6.4,2.5,3263|3329|5817|6398|6850|10417,HPX|HSPD1|PVR|SECTM1|SYK|SPON2,-2,up
GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.7,9.3,6.1,30284,173,94,5,5.3,2.3,558|2267|5621|80380|84695,AXL|FGL1|PRNP|PDCD1LG2|LOXL3,-2,up
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0050789 regulation of biological process,-3.6,5.7,5.3,30284,395,94,7,7.4,2.7,1991|2267|3329|5621|6850|80380|84695,ELANE|FGL1|HSPD1|PRNP|SYK|PDCD1LG2|LOXL3,-1.9,up
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-3.6,5.7,5.3,30284,395,94,7,7.4,2.7,2214|2215|3329|6850|9214|11027|126014,FCGR3A|FCGR3B|HSPD1|SYK|FCMR|LILRA2|OSCAR,-1.9,up
GO Biological Processes,19,GO:0006953,acute-phase response,19_GO:0050896 response to stimulus,-3.6,24,8.2,30284,40,94,3,3.2,1.8,2|1401|3700,A2M|CRP|ITIH4,-1.9,up
Canonical Pathways,11,M5887,NABA BASEMENT MEMBRANES,,-3.6,24,8.2,30284,40,94,3,3.2,1.8,3339|3909|83872,HSPG2|LAMA3|HMCN1,-1.9,up
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-3.6,4.2,4.8,30284,684,94,9,9.6,3,1675|1991|3263|3329|5591|5817|6398|6850|11027,CFD|ELANE|HPX|HSPD1|PRKDC|PVR|SECTM1|SYK|LILRA2,-1.9,up
GO Biological Processes,19,GO:0032733,positive regulation of interleukin-10 production,19_GO:0032501 multicellular organismal process,-3.5,23,8,30284,42,94,3,3.2,1.8,3329|6774|6850,HSPD1|STAT3|SYK,-1.8,up
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-3.5,4.7,4.9,30284,551,94,8,8.5,2.9,3909|5817|6376|6850|23654|27253|83872|90952,LAMA3|PVR|CX3CL1|SYK|PLXNB2|PCDH17|HMCN1|ESAM,-1.8,up
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-3.5,6.5,5.3,30284,296,94,6,6.4,2.5,1116|2192|2324|6376|6850|8685,CHI3L1|FBLN1|FLT4|CX3CL1|SYK|MARCO,-1.8,up
GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,19_GO:0050896 response to stimulus,-3.5,6.5,5.3,30284,299,94,6,6.4,2.5,558|1393|2324|5591|6690|6774,AXL|CRHBP|FLT4|PRKDC|SPINK1|STAT3,-1.8,up
WikiPathways,27,WP5090,Complement system in neuronal development and plasticity,,-3.5,12,6.4,30284,107,94,4,4.3,2.1,558|966|1675|6376,AXL|CD59|CFD|CX3CL1,-1.8,up
Reactome Gene Sets,6,R-HSA-5173105,O-linked glycosylation,,-3.5,12,6.4,30284,107,94,4,4.3,2.1,10417|84752|93010|374907,SPON2|B3GNT9|B3GNT7|B3GNT8,-1.8,up
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,6.4,5.3,30284,301,94,6,6.4,2.5,3263|3329|5591|5817|6850|11027,HPX|HSPD1|PRKDC|PVR|SYK|LILRA2,-1.8,up
GO Biological Processes,19,GO:0032689,negative regulation of type II interferon production,19_GO:0048519 negative regulation of biological process,-3.4,21,7.7,30284,45,94,3,3.2,1.8,558|5621|80380,AXL|PRNP|PDCD1LG2,-1.8,up
WikiPathways,27,WP2263,Androgen receptor network in prostate cancer,,-3.4,12,6.3,30284,109,94,4,4.3,2.1,3169|5591|6690|6774,FOXA1|PRKDC|SPINK1|STAT3,-1.8,up
GO Biological Processes,19,GO:0002700,regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-3.4,8.2,5.6,30284,197,94,5,5.3,2.3,558|3263|6398|6850|10417,AXL|HPX|SECTM1|SYK|SPON2,-1.8,up
GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-3.4,5.2,4.9,30284,431,94,7,7.4,2.7,558|1393|2324|2695|5591|6690|6774,AXL|CRHBP|FLT4|GIP|PRKDC|SPINK1|STAT3,-1.7,up
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-3.4,6.3,5.2,30284,308,94,6,6.4,2.5,2|1991|5817|6376|6774|6850,A2M|ELANE|PVR|CX3CL1|STAT3|SYK,-1.7,up
GO Biological Processes,19,GO:0002920,regulation of humoral immune response,19_GO:0002376 immune system process,-3.4,21,7.5,30284,47,94,3,3.2,1.8,2|966|3263,A2M|CD59|HPX,-1.7,up
Canonical Pathways,11,M183,PID IL6 7 PATHWAY,,-3.4,21,7.5,30284,47,94,3,3.2,1.8,2|1401|6774,A2M|CRP|STAT3,-1.7,up
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-3.4,5.2,4.9,30284,436,94,7,7.4,2.7,182|558|5591|6774|6850|84293|84695,JAG1|AXL|PRKDC|STAT3|SYK|PRXL2A|LOXL3,-1.7,up
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-3.4,4.5,4.7,30284,576,94,8,8.5,2.9,2|3263|3329|5591|5817|6376|6850|11027,A2M|HPX|HSPD1|PRKDC|PVR|CX3CL1|SYK|LILRA2,-1.7,up
GO Biological Processes,19,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-3.4,7.9,5.5,30284,204,94,5,5.3,2.3,3263|3329|5817|6398|84695,HPX|HSPD1|PVR|SECTM1|LOXL3,-1.7,up
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-3.3,11,6.1,30284,117,94,4,4.3,2.1,2214|5817|11027|126014,FCGR3A|PVR|LILRA2|OSCAR,-1.7,up
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-3.3,4.4,4.6,30284,588,94,8,8.5,2.9,1075|3263|3329|5591|5817|6376|6850|11027,CTSC|HPX|HSPD1|PRKDC|PVR|CX3CL1|SYK|LILRA2,-1.7,up
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-3.3,7.7,5.4,30284,209,94,5,5.3,2.3,182|2267|5621|80380|84695,JAG1|FGL1|PRNP|PDCD1LG2|LOXL3,-1.7,up
